date,timezone,baseline_pick_count,candidate_v2_pick_count,candidate_v6_pick_count,overlap_three_way_picks,candidate_v6_strengthened_rows,candidate_v6_weakened_rows,candidate_v6_secondary_rows,baseline_wins,baseline_losses,baseline_profit_units,baseline_roi_percent,candidate_v2_wins,candidate_v2_losses,candidate_v2_profit_units,candidate_v2_roi_percent,candidate_v6_wins,candidate_v6_losses,candidate_v6_profit_units,candidate_v6_roi_percent,run_finished_at
2026-05-16,Atlantic/Canary,3,2,2,2,0,0,0,2,1,0.07,2.333333,1,1,-0.45,-22.5,1,1,-0.45,-22.5,2026-05-17T11:37:22.766459+00:00
