fixture_id,league,home_team,away_team,market_primary,kickoff_time,minutes_to_kickoff,prelock_window_start,prelock_status,recommended_next_action,recommended_command
1547770,CONMEBOL Libertadores,Independ. Rivadavia,Fluminense,OVER_1_5,2026-08-18T22:00:29.400000+00:00,-594.7,2026-08-18T20:30:29.400000+00:00,KICKOFF_PASSED,ALL_SETTLED,.\.venv\Scripts\python.exe scripts\run_daily_competition_controller.py --date 2026-08-18 --timezone Atlantic/Canary --mode status
1622620,UEFA Champions League,Dinamo Zagreb,Viking,OVER_2_5,2026-08-18T19:00:29.400000+00:00,-774.7,2026-08-18T17:30:29.400000+00:00,KICKOFF_PASSED,ALL_SETTLED,.\.venv\Scripts\python.exe scripts\run_daily_competition_controller.py --date 2026-08-18 --timezone Atlantic/Canary --mode status
