execution_rank,execution_shortlist_source,fixture_id,date,league,home_team,away_team,market_primary,final_execution_bucket,final_recommendation,execution_score,selection_score,primary_model_prob,primary_odds_used,primary_edge,actionable_result,actionable_profit_units,primary_result,primary_profit_units,ledger_result_status,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
1,PREMIUM_CORE,1547770,2026-08-18,CONMEBOL Libertadores,Independ. Rivadavia,Fluminense,OVER_1_5,APPROVED_PREMIUM,BET,142.16573248407644,99.0,0.8786,1.57,0.2416573248407644,WIN,0.57,WIN,0.57,RESULT_AVAILABLE,2026-08-18,2026-08-19T07:55:07+00:00,POST,OFFICIAL_RESULTS,PASS,2026-08-18-20260819T075507Z
2,PREMIUM_CORE,1622621,2026-08-18,UEFA Champions League,Fenerbahçe,Lyon,OVER_2_5,APPROVED_PREMIUM,BET,129.30444444444444,83.1,0.8276,1.8,0.2720444444444444,LOSS,-1.0,LOSS,-1.0,RESULT_AVAILABLE,2026-08-18,2026-08-19T07:55:07+00:00,POST,OFFICIAL_RESULTS,PASS,2026-08-18-20260819T075507Z
3,PREMIUM_CORE,1622620,2026-08-18,UEFA Champions League,Dinamo Zagreb,Viking,OVER_2_5,APPROVED_PREMIUM,BET,123.99903614457833,79.04,0.862,1.66,0.259590361445783,WIN,0.66,WIN,0.66,RESULT_AVAILABLE,2026-08-18,2026-08-19T07:55:07+00:00,POST,OFFICIAL_RESULTS,PASS,2026-08-18-20260819T075507Z
