target_date,generated_at,fixture_id,league,country,home_team,away_team,fixture_datetime_utc,source_path,raw_trust_status,trust_reason,allowed_downstream_use,auto_apply,production_change
2026-08-18,2026-08-18T18:50:03+01:00,1547770,,,Independ. Rivadavia,Fluminense,,data/processed/governance/vsigma_shadow_candidates.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-08-18,2026-08-18T18:50:03+01:00,1622620,UEFA Champions League,World,Dinamo Zagreb,Viking,2026-08-18T20:00:00+01:00,data/processed/matches_league_filtered.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-08-18,2026-08-18T18:50:03+01:00,1622621,UEFA Champions League,World,Fenerbahçe,Lyon,2026-08-18T20:00:00+01:00,data/processed/matches_league_filtered.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-08-18,2026-08-18T18:50:03+01:00,1622622,UEFA Champions League,World,Levski Sofia,AEK Athens FC,2026-08-18T20:00:00+01:00,data/processed/matches_league_filtered.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-08-18,2026-08-18T18:50:03+01:00,1607651,CONMEBOL Sudamericana,World,Deportivo Recoleta,Boca Juniors,2026-08-18T23:00:00+01:00,data/processed/matches_league_filtered.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-08-18,2026-08-18T18:50:03+01:00,1555107,Liga Leumit,Israel,Hapoel Acre,Maccabi Kiryat Gat,2026-08-18T17:30:00+01:00,data/processed/matches_league_filtered.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-08-18,2026-08-18T18:50:03+01:00,1555108,Liga Leumit,Israel,Hapoel Afula,Ashdod,2026-08-18T17:30:00+01:00,data/processed/matches_league_filtered.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-08-18,2026-08-18T18:50:03+01:00,1555109,Liga Leumit,Israel,Hapoel Kfar Shalem,Kafr Qasim,2026-08-18T17:30:00+01:00,data/processed/matches_league_filtered.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-08-18,2026-08-18T18:50:03+01:00,1555111,Liga Leumit,Israel,Hapoel Ra'anana,Maccabi Ahi Nazareth,2026-08-18T17:30:00+01:00,data/processed/matches_league_filtered.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-08-18,2026-08-18T18:50:03+01:00,1555110,Liga Leumit,Israel,Hapoel Rishon LeZion,Hapoel Kfar Saba,2026-08-18T17:30:00+01:00,data/processed/matches_league_filtered.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-08-18,2026-08-18T18:50:03+01:00,1555112,Liga Leumit,Israel,Ironi Modi'in,Maccabi Herzliya,2026-08-18T17:30:00+01:00,data/processed/matches_league_filtered.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-08-18,2026-08-18T18:50:03+01:00,1555113,Liga Leumit,Israel,Maccabi Bnei Raina,Bnei Yehuda,2026-08-18T17:30:00+01:00,data/processed/matches_league_filtered.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-08-18,2026-08-18T18:50:03+01:00,1555114,Liga Leumit,Israel,Maccabi Kabilio Jaffa,Kiryat Yam SC,2026-08-18T17:30:00+01:00,data/processed/matches_league_filtered.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-08-18,2026-08-18T18:50:03+01:00,1520826,Serie B,Brazil,Londrina,Atletico Goianiense,2026-08-18T23:30:00+01:00,data/processed/matches_league_filtered.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
