date,timezone,baseline_pick_count,candidate_v2_pick_count,candidate_v7_pick_count,baseline_wins,baseline_losses,baseline_profit_units,baseline_roi_percent,candidate_v2_wins,candidate_v2_losses,candidate_v2_profit_units,candidate_v2_roi_percent,candidate_v7_wins,candidate_v7_losses,candidate_v7_profit_units,candidate_v7_roi_percent,run_finished_at
2026-08-18,Atlantic/Canary,2,2,1,2,0,1.23,61.5,2,0,1.23,61.5,1,0,0.66,66.0,2026-08-19T07:55:05.927075+00:00
