target_date,generated_at,fixture_id,league,home_team,away_team,market_primary,official_action,executable_now,final_block_reason,execution_family_status,is_actionable,is_non_actionable,is_expired,result_status,decision_quality_label,quality_bucket,improvement_signal,recommended_followup,accuracy_primary_risk,competition_calibrated_prob,learning_family,learning_status,sample_key,learning_priority,learning_note
2026-08-18,2026-08-19T08:55:14+01:00,1547770,CONMEBOL Libertadores,Independ. Rivadavia,Fluminense,OVER_1_5,EXECUTABLE,YES,NONE,RESULT_AVAILABLE,YES,NO,NO,WIN,ACTIONABLE_WIN,RESOLVED_RESULT,CONFIRM_EDGE,Accumulate result sample; only repeated patterns can feed shadow/review gates.,FAILURE_MODE_LOW_CONVERSION,0.8786,ACTIONABLE_RESULT,COLLECT_MORE_SAMPLE,ACTIONABLE_RESULT::OVER_1_5::FAILURE_MODE_LOW_CONVERSION::CONFIRM_EDGE,P3,Resolved actionable result logged for sample accumulation.
2026-08-18,2026-08-19T08:55:14+01:00,1622621,UEFA Champions League,Fenerbahçe,Lyon,OVER_2_5,EXECUTABLE,YES,NONE,RESULT_AVAILABLE,YES,NO,NO,LOSS,ACTIONABLE_LOSS,RESOLVED_RESULT,REVIEW_PATTERN,Accumulate result sample; only repeated patterns can feed shadow/review gates.,FAILURE_MODE_LOW_CONVERSION,0.8276,ACTIONABLE_RESULT,REVIEW_PATTERN,ACTIONABLE_RESULT::OVER_2_5::FAILURE_MODE_LOW_CONVERSION::REVIEW_PATTERN,P2,Potential learning signal; collect repeated samples before proposing any change.
2026-08-18,2026-08-19T08:55:14+01:00,1622620,UEFA Champions League,Dinamo Zagreb,Viking,OVER_2_5,EXECUTABLE,YES,NONE,RESULT_AVAILABLE,YES,NO,NO,WIN,ACTIONABLE_WIN,RESOLVED_RESULT,CONFIRM_EDGE,Accumulate result sample; only repeated patterns can feed shadow/review gates.,FAILURE_MODE_LOW_CONVERSION,0.862,ACTIONABLE_RESULT,COLLECT_MORE_SAMPLE,ACTIONABLE_RESULT::OVER_2_5::FAILURE_MODE_LOW_CONVERSION::CONFIRM_EDGE,P3,Resolved actionable result logged for sample accumulation.
2026-08-18,2026-08-19T08:55:14+01:00,,,,,,,,,,,,,UNRESOLVED,,,,,,,UNRESOLVED,COLLECT_MORE_SAMPLE,UNRESOLVED::UNKNOWN_MARKET::UNKNOWN_RISK::NO_SIGNAL,P3,Outcome unresolved; wait for post-results labeling.
