target_date,generated_at,fixture_id,league,home_team,away_team,market_primary,competition_calibrated_prob,accuracy_confidence_score,accuracy_primary_risk,fixture_datetime,minutes_to_kickoff,prelock_window_minutes,prelock_window_start,useful_prelock_slots,next_useful_prelock_slot,in_window_now,prelock_retained,prelock_decision,prelock_decision_reason,prelock_lineup_state,prelock_odds_state,prelock_availability_state,exclusion_reason,next_action
2026-08-18,2026-08-18T11:35:12+01:00,1547770,CONMEBOL Libertadores,Independ. Rivadavia,Fluminense,OVER_1_5,0.81096,160.288,FAILURE_MODE_LOW_CONVERSION,2026-08-18T23:00+01:00,684.79,90,2026-08-18T21:30+01:00,2026-08-18T22:00+01:00,2026-08-18T22:00+01:00,NO,NO,,,,,,OUTSIDE_90_MIN_PRELOCK_WINDOW,WAIT_UNTIL_2026-08-18T22:00+01:00
2026-08-18,2026-08-18T11:35:12+01:00,1622620,UEFA Champions League,Dinamo Zagreb,Viking,OVER_2_5,0.879125,135.23,FAILURE_MODE_LOW_CONVERSION,2026-08-18T20:00+01:00,504.79,90,2026-08-18T18:30+01:00,2026-08-18T19:00+01:00,2026-08-18T19:00+01:00,NO,NO,,,,,,OUTSIDE_90_MIN_PRELOCK_WINDOW,WAIT_UNTIL_2026-08-18T19:00+01:00
