summary_scope,final_execution_bucket,production_governance_status,final_recommendation,execution_verdict,production_governance_best_evidence_tier,rows_total,base_actionable_rows,final_actionable_rows,bet_rows,lean_play_rows,avg_selection_score,avg_primary_edge,avg_production_governance_rule_count,avg_production_governance_premium_rule_count,avg_production_governance_standard_rule_count,avg_production_governance_generic_rule_count
overall,,,,,,5,4,4,4,0,83.324,0.244262,20.0,10.4,9.6,0.0
by_final_execution_bucket,APPROVED_PREMIUM,,,,,4,4,4,4,0,83.885,0.244262,25.0,13.0,12.0,0.0
by_final_execution_bucket,WATCH,,,,,1,0,0,0,0,81.08,,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,APPROVED_PREMIUM,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,4,4,4,4,0,83.885,0.244262,25.0,13.0,12.0,0.0
by_bucket_and_governance_status,WATCH,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,,,,1,0,0,0,0,81.08,,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,APPROVED_PREMIUM,,BET,,,4,4,4,4,0,83.885,0.244262,25.0,13.0,12.0,0.0
by_bucket_and_final_recommendation,WATCH,,MODEL_ONLY,,,1,0,0,0,0,81.08,,0.0,0.0,0.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,CORE_SHORTLIST,,2,2,2,2,0,76.72,0.231673,25.0,13.0,12.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,TOP_CORE,,2,2,2,2,0,91.05,0.256851,25.0,13.0,12.0,0.0
by_bucket_and_execution_verdict,WATCH,,,CORE_SHORTLIST,,1,0,0,0,0,81.08,,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,APPROVED_PREMIUM,,,,PREMIUM_EVIDENCE,4,4,4,4,0,83.885,0.244262,25.0,13.0,12.0,0.0
by_bucket_and_best_evidence_tier,WATCH,,,,,1,0,0,0,0,81.08,,0.0,0.0,0.0,0.0
