summary_scope,rows_processed,home_full_or_partial,away_full_or_partial,avg_home_opponent_strength,avg_away_opponent_strength,standings_api_calls,standings_cache_hits,standings_errors,generated_at_utc,flag,rows
overall,22.0,22.0,22.0,0.677,0.67,1.0,219.0,0.0,2026-05-13T14:01:48.773173+00:00,,
home_quality_flag,,,,,,,,,,FULL,20.0
home_quality_flag,,,,,,,,,,PARTIAL,2.0
away_quality_flag,,,,,,,,,,FULL,20.0
away_quality_flag,,,,,,,,,,PARTIAL,2.0
