date,timezone,baseline_pick_count,candidate_v2_pick_count,candidate_v6_pick_count,overlap_three_way_picks,candidate_v6_strengthened_rows,candidate_v6_weakened_rows,candidate_v6_secondary_rows,baseline_wins,baseline_losses,baseline_profit_units,baseline_roi_percent,candidate_v2_wins,candidate_v2_losses,candidate_v2_profit_units,candidate_v2_roi_percent,candidate_v6_wins,candidate_v6_losses,candidate_v6_profit_units,candidate_v6_roi_percent,run_finished_at
2026-05-31,Atlantic/Canary,0,0,0,0,0,0,0,0,0,0.0,,0,0,0.0,,0,0,0.0,,2026-06-01T21:09:13.863178+00:00
