fixture_id,home_team,away_team,tie_state_label,market_family_hint,vsigma_pre_score,vsigma_priority,tie_adjustment_note
1392219,Racing Santander,Cadiz,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,96.03,A_ANALIZAR_PRIMERO,
1392220,Almeria,Valladolid,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,95.28,A_ANALIZAR_PRIMERO,
1392216,Zaragoza,Malaga,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,95.1,A_ANALIZAR_PRIMERO,
1392217,Cordoba,Huesca,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,95.09,A_ANALIZAR_PRIMERO,
1492286,Palmeiras,Chapecoense-sc,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,86.02,A_ANALIZAR_PRIMERO,
1392224,Deportivo La Coruna,Las Palmas,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,84.64,A_ANALIZAR_PRIMERO,
1392226,Leganes,Mirandes,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,83.83,A_ANALIZAR_PRIMERO,
1392221,Castellón,Eibar,,OVER_OR_BTTS_CHECK,81.88,A_ANALIZAR_PRIMERO,
1494192,Vasteras SK FK,IFK Goteborg,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,81.69,A_ANALIZAR_PRIMERO,
1546340,Gent,Genk,,OVER_OR_BTTS_CHECK,81.43,A_ANALIZAR_PRIMERO,
1494188,BK Hacken,Hammarby FF,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,79.06,A_ANALIZAR_PRIMERO,
1396990,Burgos,FC Andorra,,OVER_OR_BTTS_CHECK,78.68,A_ANALIZAR_PRIMERO,
1492282,RB Bragantino,Internacional,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,78.02,A_ANALIZAR_PRIMERO,
1492289,Vasco DA Gama,Atletico-MG,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,75.65,A_ANALIZAR_PRIMERO,
1546398,Fagiano Okayama,Urawa,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,74.83,A_ANALIZAR_PRIMERO,
1546399,Shimizu S-pulse,Yokohama F. Marinos,,OVER_OR_BTTS_CHECK,72.52,A_ANALIZAR_PRIMERO,
1494186,Degerfors IF,IF Brommapojkarna,,OVER_OR_BTTS_CHECK,71.64,A_ANALIZAR_PRIMERO,
1522821,Kauno Žalgiris,FK Zalgiris Vilnius,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1520703,Ceara,Operario-PR,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1520706,Londrina,Vila Nova,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1520708,São Bernardo,Novorizontino,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1526835,Anápolis,Maranhão,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1526840,Guarani Campinas,Amazonas,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1526841,Inter De Limeira,Ypiranga-RS,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1526843,Santa Cruz,Ferroviária,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1495696,AC Oulu,FF Jaro,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
