target_date,fixture_id,league,country,home_team,away_team,team_side,source_name,source_url,probable_xi,notes
2026-05-31,1392219,Segunda División,Spain,Racing Santander,Cadiz,home,sportsmole,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392219,Segunda División,Spain,Racing Santander,Cadiz,home,whoscored,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392219,Segunda División,Spain,Racing Santander,Cadiz,home,rotowire,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392219,Segunda División,Spain,Racing Santander,Cadiz,home,guardian_predicted,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392219,Segunda División,Spain,Racing Santander,Cadiz,home,sports_gambler,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392219,Segunda División,Spain,Racing Santander,Cadiz,away,sportsmole,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392219,Segunda División,Spain,Racing Santander,Cadiz,away,whoscored,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392219,Segunda División,Spain,Racing Santander,Cadiz,away,rotowire,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392219,Segunda División,Spain,Racing Santander,Cadiz,away,guardian_predicted,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392219,Segunda División,Spain,Racing Santander,Cadiz,away,sports_gambler,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392220,Segunda División,Spain,Almeria,Valladolid,home,sportsmole,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392220,Segunda División,Spain,Almeria,Valladolid,home,whoscored,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392220,Segunda División,Spain,Almeria,Valladolid,home,rotowire,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392220,Segunda División,Spain,Almeria,Valladolid,home,guardian_predicted,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392220,Segunda División,Spain,Almeria,Valladolid,home,sports_gambler,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392220,Segunda División,Spain,Almeria,Valladolid,away,sportsmole,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392220,Segunda División,Spain,Almeria,Valladolid,away,whoscored,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392220,Segunda División,Spain,Almeria,Valladolid,away,rotowire,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392220,Segunda División,Spain,Almeria,Valladolid,away,guardian_predicted,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392220,Segunda División,Spain,Almeria,Valladolid,away,sports_gambler,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392216,Segunda División,Spain,Zaragoza,Malaga,home,sportsmole,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392216,Segunda División,Spain,Zaragoza,Malaga,home,whoscored,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392216,Segunda División,Spain,Zaragoza,Malaga,home,rotowire,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392216,Segunda División,Spain,Zaragoza,Malaga,home,guardian_predicted,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392216,Segunda División,Spain,Zaragoza,Malaga,home,sports_gambler,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392216,Segunda División,Spain,Zaragoza,Malaga,away,sportsmole,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392216,Segunda División,Spain,Zaragoza,Malaga,away,whoscored,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392216,Segunda División,Spain,Zaragoza,Malaga,away,rotowire,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392216,Segunda División,Spain,Zaragoza,Malaga,away,guardian_predicted,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392216,Segunda División,Spain,Zaragoza,Malaga,away,sports_gambler,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392217,Segunda División,Spain,Cordoba,Huesca,home,sportsmole,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392217,Segunda División,Spain,Cordoba,Huesca,home,whoscored,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392217,Segunda División,Spain,Cordoba,Huesca,home,rotowire,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392217,Segunda División,Spain,Cordoba,Huesca,home,guardian_predicted,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392217,Segunda División,Spain,Cordoba,Huesca,home,sports_gambler,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392217,Segunda División,Spain,Cordoba,Huesca,away,sportsmole,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392217,Segunda División,Spain,Cordoba,Huesca,away,whoscored,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392217,Segunda División,Spain,Cordoba,Huesca,away,rotowire,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392217,Segunda División,Spain,Cordoba,Huesca,away,guardian_predicted,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392217,Segunda División,Spain,Cordoba,Huesca,away,sports_gambler,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1492286,Serie A,Brazil,Palmeiras,Chapecoense-sc,home,sportsmole,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1492286,Serie A,Brazil,Palmeiras,Chapecoense-sc,home,whoscored,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1492286,Serie A,Brazil,Palmeiras,Chapecoense-sc,home,rotowire,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1492286,Serie A,Brazil,Palmeiras,Chapecoense-sc,home,guardian_predicted,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1492286,Serie A,Brazil,Palmeiras,Chapecoense-sc,home,sports_gambler,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1492286,Serie A,Brazil,Palmeiras,Chapecoense-sc,away,sportsmole,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1492286,Serie A,Brazil,Palmeiras,Chapecoense-sc,away,whoscored,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1492286,Serie A,Brazil,Palmeiras,Chapecoense-sc,away,rotowire,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1492286,Serie A,Brazil,Palmeiras,Chapecoense-sc,away,guardian_predicted,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1492286,Serie A,Brazil,Palmeiras,Chapecoense-sc,away,sports_gambler,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392224,Segunda División,Spain,Deportivo La Coruna,Las Palmas,home,sportsmole,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392224,Segunda División,Spain,Deportivo La Coruna,Las Palmas,home,whoscored,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392224,Segunda División,Spain,Deportivo La Coruna,Las Palmas,home,rotowire,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392224,Segunda División,Spain,Deportivo La Coruna,Las Palmas,home,guardian_predicted,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392224,Segunda División,Spain,Deportivo La Coruna,Las Palmas,home,sports_gambler,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-05-31,1392224,Segunda División,Spain,Deportivo La Coruna,Las Palmas,away,sportsmole,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
