execution_rank,execution_shortlist_source,fixture_id,date,league,home_team,away_team,market_primary,final_execution_bucket,final_recommendation,execution_score,selection_score,primary_model_prob,primary_odds_used,primary_edge,actionable_result,actionable_profit_units,primary_result,primary_profit_units,ledger_result_status,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
1,PREMIUM_CORE,1392217,2026-05-31,Segunda División,Cordoba,Huesca,OVER_2_5,APPROVED_PREMIUM,BET,140.7502247191011,100.99,0.7694,1.78,0.2076022471910111,LOSS,-1.0,LOSS,-1.0,RESULT_AVAILABLE,2026-05-31,2026-06-01T21:09:16+00:00,POST,OFFICIAL_RESULTS,PASS,2026-05-31-20260601T210916Z
2,PREMIUM_CORE,1392220,2026-05-31,Segunda División,Almeria,Valladolid,OVER_2_5,APPROVED_PREMIUM,BET,133.2,101.18,0.7552,1.6,0.1301999999999999,LOSS,-1.0,LOSS,-1.0,RESULT_AVAILABLE,2026-05-31,2026-06-01T21:09:16+00:00,POST,OFFICIAL_RESULTS,PASS,2026-05-31-20260601T210916Z
3,PREMIUM_EXTENDED,1492282,2026-05-31,Serie A,RB Bragantino,Internacional,OVER_1_5,APPROVED_PREMIUM,BET,103.23058823529412,83.22,0.8854,1.36,0.1501058823529412,WIN,0.36,WIN,0.36,RESULT_AVAILABLE,2026-05-31,2026-06-01T21:09:16+00:00,POST,OFFICIAL_RESULTS,PASS,2026-05-31-20260601T210916Z
4,PREMIUM_EXTENDED,1492289,2026-05-31,Serie A,Vasco DA Gama,Atletico-MG,OVER_1_5,APPROVED_PREMIUM,BET,98.92058823529412,81.81,0.8564,1.36,0.1211058823529412,LOSS,-1.0,LOSS,-1.0,RESULT_AVAILABLE,2026-05-31,2026-06-01T21:09:16+00:00,POST,OFFICIAL_RESULTS,PASS,2026-05-31-20260601T210916Z
