target_date,generated_at,rows_reviewed,evaluated_rows,pending_rows,learning_only_rows,promoted_rows,grade_counts,source_grade_summary,auto_apply,production_change
2026-05-31,2026-05-31T15:41:32+01:00,6,0,6,0,6,NO_OFFICIAL_LINEUP=6,none,NO,NO
