target_date,generated_at,fixture_id,league,home_team,away_team,minutes_to_kickoff,league_coverage,recent_stats_coverage,lineup_coverage,probable_lineup_gate,injuries_coverage,standings_coverage,odds_coverage,context_coverage,forecast_coverage,coverage_score,missing_blocks,api_readiness_gate,execution_policy,operator_note,auto_apply,production_change
2026-05-31,2026-05-31T17:51:27+01:00,1392219,Segunda División,Racing Santander,Cadiz,483.47,FULL,FULL,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,NONE,FULL,FULL,FULL,FULL,80.0,lineup_coverage=NOT_DUE_YET; injuries_coverage=NONE,EARLY_WATCH_MORE_DATA_REQUIRED,Early-day watch only; missing supporting data beyond lineups.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only.,NO,NO
2026-05-31,2026-05-31T17:51:27+01:00,1392220,Segunda División,Almeria,Valladolid,483.51,FULL,FULL,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,NONE,FULL,FULL,FULL,FULL,80.0,lineup_coverage=NOT_DUE_YET; injuries_coverage=NONE,EARLY_WATCH_MORE_DATA_REQUIRED,Early-day watch only; missing supporting data beyond lineups.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only.,NO,NO
2026-05-31,2026-05-31T17:51:27+01:00,1392216,Segunda División,Zaragoza,Malaga,483.46,FULL,FULL,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,FULL,FULL,FULL,FULL,FULL,95.0,lineup_coverage=NOT_DUE_YET,EARLY_CANDIDATE_PRELOCK_REQUIRED,Early-day candidate allowed; final lock requires prelock lineup/availability recheck.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only.,NO,NO
2026-05-31,2026-05-31T17:51:27+01:00,1392217,Segunda División,Cordoba,Huesca,633.49,FULL,FULL,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,NONE,FULL,FULL,FULL,FULL,80.0,lineup_coverage=NOT_DUE_YET; injuries_coverage=NONE,EARLY_WATCH_MORE_DATA_REQUIRED,Early-day watch only; missing supporting data beyond lineups.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only.,NO,NO
2026-05-31,2026-05-31T17:51:27+01:00,1492286,Serie A,Palmeiras,Chapecoense-sc,633.43,FULL,FULL,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,FULL,FULL,FULL,FULL,FULL,95.0,lineup_coverage=NOT_DUE_YET,EARLY_CANDIDATE_PRELOCK_REQUIRED,Early-day candidate allowed; final lock requires prelock lineup/availability recheck.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only.,NO,NO
2026-05-31,2026-05-31T17:51:27+01:00,1392224,Segunda División,Deportivo La Coruna,Las Palmas,483.48,FULL,FULL,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,NONE,FULL,FULL,FULL,FULL,80.0,lineup_coverage=NOT_DUE_YET; injuries_coverage=NONE,EARLY_WATCH_MORE_DATA_REQUIRED,Early-day watch only; missing supporting data beyond lineups.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only.,NO,NO
2026-05-31,2026-05-31T17:51:27+01:00,1392226,Segunda División,Leganes,Mirandes,633.47,FULL,FULL,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,NONE,FULL,FULL,FULL,FULL,80.0,lineup_coverage=NOT_DUE_YET; injuries_coverage=NONE,EARLY_WATCH_MORE_DATA_REQUIRED,Early-day watch only; missing supporting data beyond lineups.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only.,NO,NO
2026-05-31,2026-05-31T17:51:27+01:00,1392221,Segunda División,Castellón,Eibar,483.49,FULL,FULL,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,NONE,FULL,FULL,FULL,FULL,80.0,lineup_coverage=NOT_DUE_YET; injuries_coverage=NONE,EARLY_WATCH_MORE_DATA_REQUIRED,Early-day watch only; missing supporting data beyond lineups.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only.,NO,NO
2026-05-31,2026-05-31T17:51:27+01:00,1494192,Allsvenskan,Vasteras SK FK,IFK Goteborg,213.44,FULL,FULL,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,FULL,FULL,FULL,FULL,FULL,95.0,lineup_coverage=NOT_DUE_YET,EARLY_CANDIDATE_PRELOCK_REQUIRED,Early-day candidate allowed; final lock requires prelock lineup/availability recheck.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only.,NO,NO
2026-05-31,2026-05-31T17:51:27+01:00,1546340,Jupiler Pro League,Gent,Genk,483.51,FULL,FULL,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,NONE,FULL,FULL,FULL,FULL,80.0,lineup_coverage=NOT_DUE_YET; injuries_coverage=NONE,EARLY_WATCH_MORE_DATA_REQUIRED,Early-day watch only; missing supporting data beyond lineups.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only.,NO,NO
