target_date,generated_at,fixture_id,home_team,away_team,team_side,source_name,source_url_hash,source_url_host,fetch_status,marker,marker_count,snippet_excerpt,snippet_chars,debug_status,copyright_guard,source_guard,auto_apply,production_change
2026-05-31,2026-05-31T15:41:32+01:00,1392220,Almeria,Valladolid,away,sports_gambler,19ad474d362d8463,sportsgambler.com,OK,predicted lineup,7,"and Lucas Sanseviero who have all made 1. Predicted & Confirmed Lineups Almería predicted lineup (4-2-3-1): Andres Fernandez (GK), Daijiro Chirino, Rodrigo Ely, Federico Bonini, Álex Muñoz, Dion Lopy, Stefan Dzodic, Adrián Embarba, Sergio Arribas, Leo Baptista…",261,DEBUG_SNIPPET,short_excerpt_only_no_full_html,data/processed/today/2026-05-31/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-05-31/probable_lineup_sources_autonomous.csv;data/processed/governance/probable_lineup_sources_autonomous.csv,NO,NO
2026-05-31,2026-05-31T15:41:32+01:00,1392220,Almeria,Valladolid,away,sports_gambler,19ad474d362d8463,sportsgambler.com,OK,predicted lineup,7,"án Embarba, Sergio Arribas, Leo Baptistao, Miguel de la Fuente. Real Valladolid predicted lineup (4-2-3-1): Alvaro Aceves (GK), Iván Alejo Peralta, Pablo Tomeo, David Torres, Carlos Clerc, Víctor Meseguer, Julien Ponceau, Peter Federico, Ángel Carvajal, Amath…",260,DEBUG_SNIPPET,short_excerpt_only_no_full_html,data/processed/today/2026-05-31/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-05-31/probable_lineup_sources_autonomous.csv;data/processed/governance/probable_lineup_sources_autonomous.csv,NO,NO
2026-05-31,2026-05-31T15:41:32+01:00,1392220,Almeria,Valladolid,away,sports_gambler,19ad474d362d8463,sportsgambler.com,OK,predicted lineup,7,and the latest on injuries. Almería Team Page Real Valladolid Team Page Almería Predicted Lineup 4-2-3-1 Real Valladolid Predicted Lineup 4-2-3-1 Almería Predicted Lineup 4-2-3-1 1 Andres Fernandez 22 Daijiro Chirino 5 Rodrigo Ely 18 Federico Bonini 3 Álex Muñ…,261,DEBUG_SNIPPET,short_excerpt_only_no_full_html,data/processed/today/2026-05-31/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-05-31/probable_lineup_sources_autonomous.csv;data/processed/governance/probable_lineup_sources_autonomous.csv,NO,NO
2026-05-31,2026-05-31T15:41:32+01:00,1392220,Almeria,Valladolid,away,sports_gambler,19ad474d362d8463,sportsgambler.com,OK,team news,9,ns Table Tennis Predictions Tennis Predictions UFC Predictions Accumulator Tips Team News & Stats Football Lineups Premier League Lineups La Liga Lineups Serie A Lineups Bundesliga Lineups Champions League Lineups FIFA World Cup Lineups Football Injuries Premi…,261,DEBUG_SNIPPET,short_excerpt_only_no_full_html,data/processed/today/2026-05-31/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-05-31/probable_lineup_sources_autonomous.csv;data/processed/governance/probable_lineup_sources_autonomous.csv,NO,NO
2026-05-31,2026-05-31T15:41:32+01:00,1392220,Almeria,Valladolid,away,sports_gambler,19ad474d362d8463,sportsgambler.com,OK,team news,9,UFC Predictions Accumulator Tips Lineups Injuries Fixtures & Results Standings Team News & Stats Football Lineups Premier League Lineups La Liga Lineups Serie A Lineups Bundesliga Lineups Champions League Lineups FIFA World Cup Lineups Football Injuries Premie…,261,DEBUG_SNIPPET,short_excerpt_only_no_full_html,data/processed/today/2026-05-31/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-05-31/probable_lineup_sources_autonomous.csv;data/processed/governance/probable_lineup_sources_autonomous.csv,NO,NO
2026-05-31,2026-05-31T15:41:32+01:00,1392220,Almeria,Valladolid,away,sports_gambler,19ad474d362d8463,sportsgambler.com,OK,team news,9,"a Stadium Sun 31 May 12:30 Real Valladolid CF Prediction Odds Stats Live Stream Team News Lineups Injuries Squads Table La Liga 2 Betting Preview: Almería vs Real Valladolid Play-off hopefuls Almería take on Real Valladolid at UD Almeria Stadium, with kick-off…",261,DEBUG_SNIPPET,short_excerpt_only_no_full_html,data/processed/today/2026-05-31/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-05-31/probable_lineup_sources_autonomous.csv;data/processed/governance/probable_lineup_sources_autonomous.csv,NO,NO
2026-05-31,2026-05-31T15:41:32+01:00,1392220,Almeria,Valladolid,away,sports_gambler,19ad474d362d8463,sportsgambler.com,OK,lineups,40,"Almería vs Real Valladolid Prediction, Betting Tips, Lineups & Odds | 31 May 2026 --> Predictions Football Predictions Premier League Predictions Championship Predictions La Liga Predictions Serie A Predictions Bundesliga Predictions Ligue",239,DEBUG_SNIPPET,short_excerpt_only_no_full_html,data/processed/today/2026-05-31/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-05-31/probable_lineup_sources_autonomous.csv;data/processed/governance/probable_lineup_sources_autonomous.csv,NO,NO
2026-05-31,2026-05-31T15:41:32+01:00,1392220,Almeria,Valladolid,away,sports_gambler,19ad474d362d8463,sportsgambler.com,OK,lineups,40,Tennis Predictions UFC Predictions Accumulator Tips Team News & Stats Football Lineups Premier League Lineups La Liga Lineups Serie A Lineups Bundesliga Lineups Champions League Lineups FIFA World Cup Lineups Football Injuries Premier League Injuries La Liga I…,261,DEBUG_SNIPPET,short_excerpt_only_no_full_html,data/processed/today/2026-05-31/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-05-31/probable_lineup_sources_autonomous.csv;data/processed/governance/probable_lineup_sources_autonomous.csv,NO,NO
2026-05-31,2026-05-31T15:41:32+01:00,1392220,Almeria,Valladolid,away,sports_gambler,19ad474d362d8463,sportsgambler.com,OK,lineups,40,Predictions Accumulator Tips Team News & Stats Football Lineups Premier League Lineups La Liga Lineups Serie A Lineups Bundesliga Lineups Champions League Lineups FIFA World Cup Lineups Football Injuries Premier League Injuries La Liga Injuries Serie A Injurie…,261,DEBUG_SNIPPET,short_excerpt_only_no_full_html,data/processed/today/2026-05-31/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-05-31/probable_lineup_sources_autonomous.csv;data/processed/governance/probable_lineup_sources_autonomous.csv,NO,NO
2026-05-31,2026-05-31T15:41:32+01:00,1392216,Zaragoza,Malaga,home,sports_gambler,b10042e2befe064c,sportsgambler.com,OK,predicted lineup,7,"viders with 3 in the last 10 games. Predicted & Confirmed Lineups Real Zaragoza predicted lineup (4-4-2): Adrián Rodríguez (GK), Juan Sebastian Serrano, Yussif Saidu, Aleksandar Radovanovic, Juan Larios, Nikola Cumic, Keidi Bare, Toni Moya, Marcos Aranda Cuenc…",261,DEBUG_SNIPPET,short_excerpt_only_no_full_html,data/processed/today/2026-05-31/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-05-31/probable_lineup_sources_autonomous.csv;data/processed/governance/probable_lineup_sources_autonomous.csv,NO,NO
