target_date,generated_at,fixture_id,league,country,home_team,away_team,team_side,source_name,source_url,probable_xi,input_file,import_status,import_reason,quality_score,quality_notes,auto_apply,production_change
2026-05-31,2026-05-31T15:41:32+01:00,1392220,Segunda División,Spain,Almeria,Valladolid,away,sports_gambler,https://www.sportsgambler.com/betting-tips/football/almeria-vs-real-valladolid-prediction-lineups-odds-2026-05-31/,alvaro aceves;iván alejo peralta;pablo tomeo;david torres;carlos clerc;víctor meseguer;julien ponceau;peter federico;ángel carvajal;amath ndiaye diedhiou;juanmi latasa,data/processed/today/2026-05-31/probable_lineup_sources_autonomous.csv,IMPORTED,OK,1.000,quality_ok,NO,NO
2026-05-31,2026-05-31T15:41:32+01:00,1392216,Segunda División,Spain,Zaragoza,Malaga,home,sports_gambler,https://www.sportsgambler.com/betting-tips/football/real-zaragoza-vs-malaga-prediction-lineups-odds-2026-05-31/,adrián rodríguez;juan sebastian serrano;yussif saidu;aleksandar radovanovic;juan larios;nikola cumic;keidi bare;toni moya;marcos aranda cuenca;dani gómez;kenan kodro,data/processed/today/2026-05-31/probable_lineup_sources_autonomous.csv,IMPORTED,OK,1.000,quality_ok,NO,NO
2026-05-31,2026-05-31T15:41:32+01:00,1392217,Segunda División,Spain,Cordoba,Huesca,away,sports_gambler,https://www.sportsgambler.com/betting-tips/football/cordoba-vs-huesca-prediction-lineups-odds-2026-05-31/,dani martín;javi mier;iñigo sebastián magaña pina;joaquín fernández;álvaro carrillo;jordi martín;daniel luna;jaime seoane;jesus alvarez;francisco portillo soler;sergi enrich,data/processed/today/2026-05-31/probable_lineup_sources_autonomous.csv,IMPORTED,OK,1.000,quality_ok,NO,NO
2026-05-31,2026-05-31T15:41:32+01:00,1492286,Serie A,Brazil,Palmeiras,Chapecoense-sc,home,sportsmole,https://www.sportsmole.co.uk/football/palmeiras/preview/palmeiras-vs-chapecoense-prediction-team-news-lineups_598439.html,lomba;khellven;murilo;fuchs;arthur;freitas;evangelista;allan;anderson;paulinho;luighi,data/processed/today/2026-05-31/probable_lineup_sources_autonomous.csv,IMPORTED,OK,1.000,quality_ok,NO,NO
2026-05-31,2026-05-31T15:41:32+01:00,1492286,Serie A,Brazil,Palmeiras,Chapecoense-sc,home,sports_gambler,https://www.sportsgambler.com/betting-tips/football/palmeiras-vs-chapecoense-prediction-lineups-odds-2026-05-31/,marcelo lomba;khellven;bruno fuchs;murilo cerqueira;arthur gabriel;lucas evangelista;marlon freitas;allan;erick bele;felipe anderson;luighi hanri,data/processed/today/2026-05-31/probable_lineup_sources_autonomous.csv,IMPORTED,OK,1.000,quality_ok,NO,NO
2026-05-31,2026-05-31T15:41:32+01:00,1392224,Segunda División,Spain,Deportivo La Coruna,Las Palmas,away,sports_gambler,https://www.sportsgambler.com/betting-tips/football/deportivo-la-coruna-vs-las-palmas-prediction-lineups-odds-2026-05-31/,dinko horka;marvin park;alex suárez;mika mármol;enrique clemente;estanis pedrola;lorenzo amatucci;kirian rodríguez;taisei miyashiro;jesé;manuel fuster,data/processed/today/2026-05-31/probable_lineup_sources_autonomous.csv,IMPORTED,OK,1.000,quality_ok,NO,NO
2026-05-31,2026-05-31T15:41:32+01:00,1392220,Segunda División,Spain,Almeria,Valladolid,away,sports_gambler,https://www.sportsgambler.com/betting-tips/football/almeria-vs-real-valladolid-prediction-lineups-odds-2026-05-31/,alvaro aceves;iván alejo peralta;pablo tomeo;david torres;carlos clerc;víctor meseguer;julien ponceau;peter federico;ángel carvajal;amath ndiaye diedhiou;juanmi latasa,data/processed/governance/probable_lineup_sources_autonomous.csv,IMPORTED,OK,1.000,quality_ok,NO,NO
2026-05-31,2026-05-31T15:41:32+01:00,1392216,Segunda División,Spain,Zaragoza,Malaga,home,sports_gambler,https://www.sportsgambler.com/betting-tips/football/real-zaragoza-vs-malaga-prediction-lineups-odds-2026-05-31/,adrián rodríguez;juan sebastian serrano;yussif saidu;aleksandar radovanovic;juan larios;nikola cumic;keidi bare;toni moya;marcos aranda cuenca;dani gómez;kenan kodro,data/processed/governance/probable_lineup_sources_autonomous.csv,IMPORTED,OK,1.000,quality_ok,NO,NO
2026-05-31,2026-05-31T15:41:32+01:00,1392217,Segunda División,Spain,Cordoba,Huesca,away,sports_gambler,https://www.sportsgambler.com/betting-tips/football/cordoba-vs-huesca-prediction-lineups-odds-2026-05-31/,dani martín;javi mier;iñigo sebastián magaña pina;joaquín fernández;álvaro carrillo;jordi martín;daniel luna;jaime seoane;jesus alvarez;francisco portillo soler;sergi enrich,data/processed/governance/probable_lineup_sources_autonomous.csv,IMPORTED,OK,1.000,quality_ok,NO,NO
2026-05-31,2026-05-31T15:41:32+01:00,1492286,Serie A,Brazil,Palmeiras,Chapecoense-sc,home,sportsmole,https://www.sportsmole.co.uk/football/palmeiras/preview/palmeiras-vs-chapecoense-prediction-team-news-lineups_598439.html,lomba;khellven;murilo;fuchs;arthur;freitas;evangelista;allan;anderson;paulinho;luighi,data/processed/governance/probable_lineup_sources_autonomous.csv,IMPORTED,OK,1.000,quality_ok,NO,NO
