target_date,generated_at,portfolio_verdict,rows_reviewed,status_counts,recommended_stance,top_pick,top_market,top_status,auto_apply,production_change
2026-05-31,2026-05-31T15:38:54+01:00,LIVE_OR_SYMBOLIC_ONLY,4,LIVE_ONLY_OR_SYMBOLIC=4,No prematch serious bet. Live or symbolic only.,Cordoba vs Huesca,OVER_2_5,LIVE_ONLY_OR_SYMBOLIC,NO,NO
