summary_scope,final_execution_bucket,production_governance_status,final_recommendation,execution_verdict,production_governance_best_evidence_tier,rows_total,base_actionable_rows,final_actionable_rows,bet_rows,lean_play_rows,avg_selection_score,avg_primary_edge,avg_production_governance_rule_count,avg_production_governance_premium_rule_count,avg_production_governance_standard_rule_count,avg_production_governance_generic_rule_count
overall,,,,,,15,13,9,9,0,89.9,0.132098,8.2,5.8,2.4,0.0
by_final_execution_bucket,APPROVED_PREMIUM,,,,,9,9,9,9,0,88.0333,0.169116,13.6667,9.6667,4.0,0.0
by_final_execution_bucket,BLOCKED,,,,,1,0,0,0,0,91.22,-0.004667,0.0,0.0,0.0,0.0
by_final_execution_bucket,DOWNGRADED,,,,,4,4,0,0,0,95.15,0.082999,0.0,0.0,0.0,0.0
by_final_execution_bucket,WATCH,,,,,1,0,0,0,0,84.38,,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,APPROVED_PREMIUM,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,9,9,9,9,0,88.0333,0.169116,13.6667,9.6667,4.0,0.0
by_bucket_and_governance_status,BLOCKED,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,,,,1,0,0,0,0,91.22,-0.004667,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,DOWNGRADED,DOWNGRADED_NO_PROMOTED_RULE_MATCH,,,,4,4,0,0,0,95.15,0.082999,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,WATCH,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,,,,1,0,0,0,0,84.38,,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,APPROVED_PREMIUM,,BET,,,9,9,9,9,0,88.0333,0.169116,13.6667,9.6667,4.0,0.0
by_bucket_and_final_recommendation,BLOCKED,,NO_BET,,,1,0,0,0,0,91.22,-0.004667,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,DOWNGRADED,,WATCH,,,4,4,0,0,0,95.15,0.082999,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,WATCH,,MODEL_ONLY,,,1,0,0,0,0,84.38,,0.0,0.0,0.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,CORE_SHORTLIST,,1,1,1,1,0,100.99,0.207602,25.0,13.0,12.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,TOP_CORE,,1,1,1,1,0,101.18,0.1302,6.0,6.0,0.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,WATCH,,7,7,7,7,0,84.3043,0.169178,13.1429,9.7143,3.4286,0.0
by_bucket_and_execution_verdict,BLOCKED,,,NO_BET,,1,0,0,0,0,91.22,-0.004667,0.0,0.0,0.0,0.0
by_bucket_and_execution_verdict,DOWNGRADED,,,WATCH,,4,4,0,0,0,95.15,0.082999,0.0,0.0,0.0,0.0
by_bucket_and_execution_verdict,WATCH,,,WATCH,,1,0,0,0,0,84.38,,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,APPROVED_PREMIUM,,,,PREMIUM_EVIDENCE,9,9,9,9,0,88.0333,0.169116,13.6667,9.6667,4.0,0.0
by_bucket_and_best_evidence_tier,BLOCKED,,,,,1,0,0,0,0,91.22,-0.004667,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,,4,4,0,0,0,95.15,0.082999,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,WATCH,,,,,1,0,0,0,0,84.38,,0.0,0.0,0.0,0.0
