fixture_id,league,home_team,away_team,market_primary,kickoff_time,minutes_to_kickoff,prelock_window_start,prelock_status,recommended_next_action,recommended_command
1492282,Serie A,RB Bragantino,Internacional,OVER_1_5,2026-05-31T14:01:03.800000+00:00,-1868.26,2026-05-31T12:31:03.800000+00:00,PRELOCK_NOT_AVAILABLE,ALL_SETTLED,.\.venv\Scripts\python.exe scripts\run_daily_competition_controller.py --date 2026-05-31 --timezone Atlantic/Canary --mode status
1392226,Segunda División,Leganes,Mirandes,OVER_1_5,2026-05-31T19:01:06.200000+00:00,-1568.22,2026-05-31T17:31:06.200000+00:00,KICKOFF_PASSED,ALL_SETTLED,.\.venv\Scripts\python.exe scripts\run_daily_competition_controller.py --date 2026-05-31 --timezone Atlantic/Canary --mode status
