target_date,generated_at,component,path,rows_count,fallback_path,fallback_rows,sanity_status,severity,recommended_action,detail,source_guard,auto_apply,production_change
2026-05-31,2026-05-31T12:58:28+01:00,post_match_actuals,data/processed/today/2026-05-31/vsigma_post_match_stat_actuals.csv,0,,0,EMPTY_NO_FALLBACK,WARN,REVIEW_SOURCE_CHAIN,Output has no rows and no same-date fallback rows were found.,SANITY_DIAGNOSTIC_ONLY,NO,NO
2026-05-31,2026-05-31T12:58:28+01:00,forecast_calibration_summary,data/processed/today/2026-05-31/vsigma_match_stat_forecast_calibration_summary.csv,0,data/processed/ledger/vsigma_stat_calibration_memory.csv,0,EMPTY_NO_FALLBACK,WARN,REVIEW_SOURCE_CHAIN,Output has no rows and no same-date fallback rows were found.,SANITY_DIAGNOSTIC_ONLY,NO,NO
2026-05-31,2026-05-31T12:58:28+01:00,forecast_backtest,data/processed/today/2026-05-31/vsigma_match_stat_forecast_backtest.csv,0,,0,EMPTY_NO_FALLBACK,WARN,REVIEW_SOURCE_CHAIN,Output has no rows and no same-date fallback rows were found.,SANITY_DIAGNOSTIC_ONLY,NO,NO
2026-05-31,2026-05-31T12:58:28+01:00,stat_calibration_governor,data/processed/today/2026-05-31/vsigma_stat_calibration_governor.csv,0,data/processed/ledger/vsigma_stat_calibration_memory.csv,0,EMPTY_NO_FALLBACK,WARN,REVIEW_SOURCE_CHAIN,Output has no rows and no same-date fallback rows were found.,SANITY_DIAGNOSTIC_ONLY,NO,NO
2026-05-31,2026-05-31T12:58:28+01:00,calibration_shadow_patch_queue,data/processed/today/2026-05-31/vsigma_calibration_shadow_patch_queue.csv,0,data/processed/ledger/vsigma_stat_calibration_memory.csv,0,EMPTY_NO_FALLBACK,WARN,REVIEW_SOURCE_CHAIN,Output has no rows and no same-date fallback rows were found.,SANITY_DIAGNOSTIC_ONLY,NO,NO
2026-05-31,2026-05-31T12:58:28+01:00,shadow_patch_promotion_readiness,data/processed/today/2026-05-31/vsigma_shadow_patch_promotion_readiness.csv,0,data/processed/today/2026-05-31/vsigma_calibration_shadow_patch_queue.csv,0,EMPTY_NO_FALLBACK,WARN,REVIEW_SOURCE_CHAIN,Output has no rows and no same-date fallback rows were found.,SANITY_DIAGNOSTIC_ONLY,NO,NO
2026-05-31,2026-05-31T12:58:28+01:00,stat_calibration_memory_ledger,data/processed/ledger/vsigma_stat_calibration_memory.csv,0,,0,EMPTY_NO_FALLBACK,WARN,REVIEW_LEDGER_BUILD,No same-date ledger rows found.,SANITY_DIAGNOSTIC_ONLY,NO,NO
