date,timezone,shortlist_rows,shortlist_bet_rows,ledger_rows,result_available_rows,pending_rows,unmatched_rows,win_rows,loss_rows,push_rows,void_rows,profit_units_total,roi_percent,snapshot_dir,run_finished_at
2026-05-31,Atlantic/Canary,4,4,4,4,0,0,1,3,0,0,-2.64,-66.0,/home/runner/work/vsigma/vsigma/data/processed/today/2026-05-31,2026-06-01T21:09:12.394548+00:00
