target_date,generated_at,fixture_id,home_team,away_team,xi_status,xi_source,home_shape,away_shape,impact_weighting_status,unit_weighting_status,home_xi_strength,away_xi_strength,xi_edge,home_unit_team_index,away_unit_team_index,unit_edge,home_raw_attack_index,away_raw_attack_index,home_style_attack_index,away_style_attack_index,home_attack_index,away_attack_index,home_defense_index,away_defense_index,home_control_index,away_control_index,home_set_piece_index,away_set_piece_index,draw_risk_index,goal_suppression_index,raw_home_prob,raw_draw_prob,raw_away_prob,home_prob,draw_prob,away_prob,result_forecast,scorelines,goal_profile,scenario,confidence,raw_home_xg,raw_away_xg,home_xg,away_xg,total_xg,home_first_half_xg,away_first_half_xg,home_second_half_xg,away_second_half_xg,ht_score_forecast,ft_score_primary,first_goal_team,first_goal_window,btts_yes_pct,over_15_pct,over_25_pct,under_35_pct,home_clean_sheet_pct,away_goal_pct,home_shots,away_shots,home_sot,away_sot,home_big_chances,away_big_chances,home_possession_pct,away_possession_pct,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_saves,away_saves,match_tempo,home_pressure_index,away_pressure_index,tactical_branch_base,danger_branch,market_logic_robust,market_logic_value,market_do_not_overstretch,first_half_script,second_half_script,impact_adjustment_note,stat_confidence,note,auto_apply,production_change
2026-06-11,2026-06-11T21:40:32+01:00,1489369,Mexico,South Africa,OFFICIAL_XI,API_OFFICIAL_LINEUPS,4-1-4-1,5-3-2,PLAYER_IMPACT_WEIGHTED,UNIT_WEIGHTED_TEAM_INDEX,66.6,67.4,-0.8,68.7,65.6,3.1,64.8,86.0,61.6,46.1,65.7,55.0,76.9,81.0,76.1,72.4,42.8,43.4,64.4,65.3,0.67,0.216,0.114,0.67,0.2375,0.0926,HOME_OR_DRAW,1-0 / 1-1 / 2-0,LOW_TO_MODERATE_GOALS,FAVORITE_CONTROL_GAME,HIGH,1.66,0.64,1.56,0.51,2.07,0.69,0.21,0.87,0.3,0-0 / 1-0,1-0,Mexico,25-55,31.6,61.3,34.2,84.4,60.0,40.0,16,8,4,1,2,1,70,30,7,4,12,17,2,2,0,3,CONTROLLED,93.5,46.5,Home territorial control against compact away block.,0-0 after 60' or away transition/set-piece keeps draw alive.,Mexico or draw / under 3.5,Mexico DNB / Mexico team over 0.5,Avoid handicap/goleada; unit-weighted layer suppresses blowout path unless early goal + sustained xG pressure confirms.,"Home control, away compact; first goal value high; HT likely 0-0 or 1-0.","If home scores first, game management; if 0-0 after 60', draw branch rises sharply.",Forecast adjusted by unit-weighted team index: player roles + team production + style context.,MEDIUM_HIGH,"Full match projection derived from ad hoc fixture forecast, official/estimated XI, market-implied probabilities, team style and unit-weighted player-impact weighting. Diagnostic only; not a betting instruction.",NO,NO
