day,created_at,rows,finished_rows,pending_rows,result_family_counts,score_exact_counts,score_neighbor_counts,goal_profile_counts,goals_2plus_counts,goals_3plus_counts,both_scored_counts,next_action,auto_apply,production_change
2026-06-11,2026-06-11T15:00:53+01:00,0,0,0,none,none,none,none,none,none,none,Track completed rows and calibrate prematch prediction families.,NO,NO
