target_date,generated_at,query_home,query_away,fixture_found,official_xi_available,estimated_xi_rows,next_action,auto_apply,production_change
2026-06-11,2026-06-11T21:40:27+01:00,Mexico,South Africa,YES,YES,2,Use estimated XI only until official lineups are available.,NO,NO
