target_date,generated_at,fixture_id,home_team,away_team,match_status,actual_score,forecast_score,scoreline_grade,forecast_result,actual_result,result_grade,market_robust_grade,market_value_grade,forecast_btts_yes_pct,actual_btts,btts_grade,forecast_over25_pct,actual_over25,over25_grade,forecast_under35_pct,actual_under35,under35_grade,forecast_home_xg,forecast_away_xg,actual_home_xg,actual_away_xg,xg_direction_grade,forecast_home_shots,actual_home_shots,forecast_away_shots,actual_away_shots,forecast_home_sot,actual_home_sot,forecast_away_sot,actual_away_sot,forecast_home_corners,actual_home_corners,forecast_away_corners,actual_away_corners,forecast_home_possession,actual_home_possession,forecast_away_possession,actual_away_possession,draw_risk_index,goal_suppression_index,unit_edge,branch_grade,learning_flags,learning_verdict,auto_apply,production_change
2026-06-11,2026-06-12T08:15:25+01:00,1489369,Mexico,South Africa,FT,2-0,1-0,NEIGHBOR,HOME_OR_DRAW,HOME,PASS,PASS,PASS_OR_PUSH,31.6,False,PASS,34.2,False,PASS,84.4,True,PASS,1.56,0.51,,,NO_ACTUAL_XG,16,,8,,4,,1,,7,,4,,70,,30,,64.4,65.3,3.1,BASE_BRANCH_PASS,NONE,CLEAN_HIT,NO,NO
