scope,group,sample,result_family_hit_pct,exact_hit_pct,neighbor_or_exact_pct,goal_profile_hit_pct,goals_2plus_hit_pct,goals_3plus_hit_pct,both_scored_hit_pct,pending_rows,note
ALL,ALL,4,100.0,50.0,100.0,50.0,100.0,0.0,100.0,0,accuracy from finished prematch story ledger rows
RECENT,LAST_20,4,100.0,50.0,100.0,50.0,100.0,0.0,100.0,0,accuracy from finished prematch story ledger rows
RECENT,LAST_50,4,100.0,50.0,100.0,50.0,100.0,0.0,100.0,0,accuracy from finished prematch story ledger rows
PREDICTED_RESULT,AWAY_OR_DRAW,4,100.0,50.0,100.0,50.0,100.0,0.0,100.0,0,accuracy from finished prematch story ledger rows
GOAL_PROFILE,HIGH_GOALS,2,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0,accuracy from finished prematch story ledger rows
GOAL_PROFILE,MODERATE_GOALS,2,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0,accuracy from finished prematch story ledger rows
