target_date,generated_at,queue_rows,priority_counts,scoring_needed_counts,source_gap_status,next_action,auto_apply,production_change
2026-08-13,2026-08-13T19:13:58+01:00,1,P1_TRUSTED_MISSING_SCORING=1,YES=1,MISSING_SCORED_ROW,Use this queue as the explicit input list for a future scoring/enrichment repair stage. Do not create picks from queue rows.,NO,NO
