target_date,board_rows,lineup_rows,candidates_written,skipped_rows,board_source,lineup_source,auto_bet,production_change
2026-08-07,1,40,0,1,data/processed/today/2026-08-07/vsigma_daily_execution_board.csv,data/processed/today/2026-08-07/vsigma_forced_api_board_fixture_lineups.csv,NO,NO
