target_date,generated_at,source_rows_reviewed,bridge_rows_written,promotion_ready_review_only_rows,blocked_rows,status_counts,signal_band_counts,promotion_permission_counts,pick_permission_counts,stake_permission_counts,auto_apply,production_change
2026-06-18,2026-06-18T17:48:35+01:00,121,121,51,70,COVERAGE_ONLY_NO_PROMOTION=70; PROMOTION_INPUT_READY_REVIEW_ONLY=51,WEAK_SIGNAL=78; HIGH_SIGNAL_REVIEW=18; MEDIUM_SIGNAL_REVIEW=17; LOW_SIGNAL_REVIEW=8,NO_PROMOTION_PERMISSION=70; REVIEW_ONLY_PROMOTION_INPUT=51,NO_PICK_PERMISSION=121,NO_STAKE_PERMISSION=121,NO,NO
