target_date,generated_at,ledger_key,fixture_id,home_team,away_team,league,country,board_rank,final_decision,decision_bucket,board_bucket,primary_market,secondary_market,stake_band,execution_permission,portfolio_status,context_level,forecast_confidence,forecast_warning,translation_score,kill_switch,stat_profile,prelock_trigger,live_trigger,cancel_trigger,source_guard,operator_action_level,operator_final_decision,operator_risk_label,operator_health_status,ledger_status,official_pick_permission,pick_tracking_required,postmatch_audit_required,result_status,postmatch_quality_label,postmatch_quality_score,learning_status,operator_note,auto_apply,production_change
2026-06-10,2026-06-14T11:40:42+01:00,2026-06-10|1548055|OVER_1_5_SUPPORTED,1548055,Malaga,Las Palmas,,,1,NO_BET,NO_BET,BLOCKED,OVER_1_5_SUPPORTED,OVER_2_5_REVIEW,NO_STAKE,NO,API_LOW_COVERAGE_BLOCKED,L6_REVIEW,MEDIUM,LINEUPS_INACTIVE,29,NONE; API_LOW_COVERAGE,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | MEDIUM_CORNER_VOLUME | MEDIUM_CARD_RISK | BOTH_TEAMS_THREAT,price remains above minimum; market not over-compressed; lineups confirmed,"live tempo: early shots, SoT threat, box entries, pressure and no dead 0-0 rhythm",bad or incomplete lineups,DATED_INPUT_ONLY; API_COVERAGE_GATE_V2,NONE,NO_OPERATOR_ACTION,NONE,ATTENTION,OFFICIAL_NO_BET,NO_PICK_NO_STAKE,YES,YES,PENDING_NO_BET_AUDIT,PENDING,,PENDING_POSTMATCH,No prematch serious stake; require live tempo and chance confirmation.; api_gate=LOW_COVERAGE_NO_BET; coverage_score=47.5; missing=lineup_coverage=NONE; injuries_coverage=NONE; standings_coverage=PARTIAL; odds_coverage=NONE,NO,NO
