input_index,fixture_id,home,away,skip_reason,raw_market
1,DIAGNOSTIC_EMPTY_BY_PROMOTION_GATE,NO_PROMOTED_RAW_CANDIDATES,NO_SCORING_SAFE_ROWS,UNSUPPORTED_MARKET,NO_MARKET
