target_date,generated_at,rules_available,candidate_rules_applied,shadow_rows,finished_shadow_rows,pending_shadow_rows,hit_rows,miss_rows,void_rows,not_evaluated_rows,shadow_outcome_counts,rule_market_counts,rule_decision_counts,paper_trade_permission_counts,activation_permission_counts,pick_permission_counts,stake_permission_counts,next_action,auto_apply,production_change
2026-06-15,2026-06-15T19:12:45+01:00,77,15,155,86,69,65,17,4,0,PENDING_RESULT=69; HIT=65; MISS=17; VOID=4,OVER_1_5=74; API_DNB=36; API_DOUBLE_CHANCE=36; UNDER_3_5=9,WATCH_ONLY_COLLECT_TO_50_SAMPLE=128; FUTURE_RULE_REVIEW_ONLY=27,SHADOW_ONLY=155,NO_RULE_ACTIVATION_PERMISSION=155,NO_PICK_PERMISSION=155,NO_STAKE_PERMISSION=155,"Track shadow outcomes over future runs. This ledger cannot activate rules, picks, or stake.",NO,NO
