target_date,generated_at,metric,rows_evaluated,hit_count,miss_count,hit_rate,avg_abs_error_mid,bias_direction,calibration_status,source_guard,auto_apply,production_change
2026-06-10,2026-06-10T18:46:40+01:00,total_goals,1,1,0,1.000,0.35,BALANCED_OR_ON_RANGE,LOW_SAMPLE_HOLD,DATED_INPUT_ONLY,NO,NO
