target_date,generated_at,portfolio_verdict,rows_reviewed,status_counts,recommended_stance,top_pick,top_market,top_status,auto_apply,production_change
2026-06-10,2026-06-11T22:34:31+01:00,REVIEW_ONLY_PORTFOLIO,1,REVIEW_ONLY=1,No premium; review/live/low stake only.,Malaga vs Las Palmas,OVER_1_5,REVIEW_ONLY,NO,NO
