target_date,board_rows,lineup_rows,candidates_written,skipped_rows,board_source,lineup_source,auto_bet,production_change
2026-07-05,2,40,0,2,data/processed/today/2026-07-05/vsigma_daily_execution_board.csv,data/processed/today/2026-07-05/vsigma_forced_api_board_fixture_lineups.csv,NO,NO
