target_date,generated_at,fixture_id,home_team,away_team,provider,api_status,api_note,team_side,team_id,team_name,formation,row_type,player_id,player_name,player_number,player_position,player_grid,api_calls_planned,api_calls_executed,source_guard,lineup_permission,canonical_board_permission,pick_permission,stake_permission,auto_apply,production_change
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,START_XI,46843,A. Herrero,1,G,1:1,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,START_XI,185096,C. Puga,3,D,2:4,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,START_XI,185234,D. Murillo,16,D,2:3,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,START_XI,35,J. Montero,20,D,2:2,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,START_XI,551403,Rafita,31,D,2:1,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,START_XI,394372,I. Merino,23,M,3:2,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,START_XI,337523,D. Lorenzo,22,M,3:1,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,START_XI,190253,D. Larrubia,10,M,4:3,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,START_XI,162034,C. Dotor,12,M,4:2,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,START_XI,60,J. Munoz,11,M,4:1,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,START_XI,376401,Chupe,9,F,5:1,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,SUBSTITUTE,344746,C. Lopez,13,G,,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,SUBSTITUTE,47361,D. Brasanac,5,M,,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,SUBSTITUTE,122574,V. Garcia,14,D,,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,SUBSTITUTE,104903,E. Jauregi,17,F,,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,SUBSTITUTE,182602,J. Lobete,24,F,,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,SUBSTITUTE,386850,A. Nino,21,F,,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,SUBSTITUTE,335221,R. Rodriguez,37,M,,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,SUBSTITUTE,107193,D. Sanchez,18,D,,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,SUBSTITUTE,129056,R. Enriquez,6,M,,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,SUBSTITUTE,316115,A. Recio,36,D,,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,SUBSTITUTE,182658,J. Gabilondo,2,D,,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,SUBSTITUTE,444451,A. Ochoa,35,M,,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,away,534,Las Palmas,4-4-2,START_XI,1304,D. Horkas,1,G,1:1,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,away,534,Las Palmas,4-4-2,START_XI,162026,Marvin,2,D,2:4,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,away,534,Las Palmas,4-4-2,START_XI,131535,Alex Suarez,4,D,2:3,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,away,534,Las Palmas,4-4-2,START_XI,162475,M. Marmol,3,D,2:2,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,away,534,Las Palmas,4-4-2,START_XI,131529,E. Clemente,5,D,2:1,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,away,534,Las Palmas,4-4-2,START_XI,32972,T. Miyashiro,18,M,3:4,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,away,534,Las Palmas,4-4-2,START_XI,346865,L. Amatucci,16,M,3:3,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-11T07:48:10+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,away,534,Las Palmas,4-4-2,START_XI,70315,K. Rodriguez,20,M,3:2,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
