target_date,generated_at,overall_status,first_empty_required_component,missing_required_count,empty_required_count,date_issue_count,board_rows,translator_rows,forecast_rows,next_action,auto_apply,production_change
2026-07-06,2026-07-06T22:10:05+01:00,UPSTREAM_MISSING,context_matrix,2,0,0,2,2,2,Build missing required upstream component first: context_matrix.,NO,NO
