target_date,generated_at,fixture_id,home_team,away_team,xi_status,xi_source,home_shape,away_shape,result_forecast,scorelines,goal_profile,scenario,confidence,home_prob,draw_prob,away_prob,home_xg,away_xg,total_xg,home_shots,away_shots,home_sot,away_sot,home_big_chances,away_big_chances,home_possession_pct,away_possession_pct,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_saves,away_saves,first_half_script,second_half_script,stat_confidence,note,auto_apply,production_change
2026-06-11,2026-06-11T19:53:08+01:00,1489369,Mexico,South Africa,OFFICIAL_XI,API_OFFICIAL_LINEUPS,4-1-4-1,5-3-2,HOME_OR_DRAW,1-0 / 1-1 / 2-0,MODERATE_GOALS,FAVORITE_CONTROL_GAME,HIGH,0.672,0.216,0.112,1.71,0.67,2.38,17,9,5,2,2,1,66,34,7,4,12,16,2,2,1,4,"Mexico control, South Africa compact; first goal value high; HT likely 0-0 or 1-0.","If Mexico scores first, game management; if 0-0 after 60', South Africa draw equity rises.",MEDIUM,"Stat forecast derived from ad hoc fixture forecast, probabilities, scenario and XI status. Diagnostic only; not a betting instruction.",NO,NO
