target_date,generated_at,metric,current_queue_decision,current_shadow_priority,current_rows_evaluated,current_hit_rate,current_avg_abs_error_mid,current_bias_direction,current_threshold_gate,history_days,history_latest_rows,history_bias_consistency,history_status_consistency,history_avg_hit_rate,history_avg_error,readiness_decision,readiness_priority,manual_review_required,readiness_reason,promotion_gate,source_guard,auto_apply,production_change
2026-05-29,2026-05-29T19:16:46+01:00,total_cards,NO_PATCH_STABLE,NONE,5,0.800,1.60,UNDER_ESTIMATE,STABLE,3,6,0.667,1.000,0.778,2.08,NO_PROMOTION_STABLE,NONE,NO,Current queue is stable; no promotion path.,No promotion gate active.,SHADOW_QUEUE_PLUS_LEDGER_HISTORY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,total_corners,PROMOTE_TO_SHADOW_TEST,HIGH,6,0.500,2.83,UNDER_ESTIMATE,CRITICAL_SIGNAL,3,8,0.000,0.000,0.542,3.15,KEEP_SHADOW_TEST,MEDIUM,NO,Bias signal is not consistent enough across recent history.,"Manual promotion requires sample>=20, stable bias/status across recent days, no cross-metric regression, and explicit human approval.",SHADOW_QUEUE_PLUS_LEDGER_HISTORY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,total_fouls,PROMOTE_TO_SHADOW_TEST,HIGH,6,0.500,5.33,OVER_ESTIMATE,CRITICAL_SIGNAL,3,9,0.333,0.333,0.778,4.98,KEEP_SHADOW_TEST,MEDIUM,NO,Bias signal is not consistent enough across recent history.,"Manual promotion requires sample>=20, stable bias/status across recent days, no cross-metric regression, and explicit human approval.",SHADOW_QUEUE_PLUS_LEDGER_HISTORY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,total_goals,PROMOTE_TO_SHADOW_TEST,HIGH,7,0.429,1.22,OVER_ESTIMATE,CRITICAL_SIGNAL,3,9,1.000,1.000,0.241,1.10,KEEP_SHADOW_TEST,HIGH,NO,Signal is consistent but sample is still below manual-promotion threshold.,"Manual promotion requires sample>=20, stable bias/status across recent days, no cross-metric regression, and explicit human approval.",SHADOW_QUEUE_PLUS_LEDGER_HISTORY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,total_shots,NO_PATCH_STABLE,NONE,6,0.833,4.83,UNDER_ESTIMATE,STABLE,3,9,0.000,0.667,0.759,4.85,NO_PROMOTION_STABLE,NONE,NO,Current queue is stable; no promotion path.,No promotion gate active.,SHADOW_QUEUE_PLUS_LEDGER_HISTORY,NO,NO
2026-05-29,2026-05-29T19:16:46+01:00,total_sot,PROMOTE_TO_SHADOW_TEST,HIGH,6,0.500,2.67,UNDER_ESTIMATE,CRITICAL_SIGNAL,3,8,0.333,0.333,0.778,2.00,KEEP_SHADOW_TEST,MEDIUM,NO,Bias signal is not consistent enough across recent history.,"Manual promotion requires sample>=20, stable bias/status across recent days, no cross-metric regression, and explicit human approval.",SHADOW_QUEUE_PLUS_LEDGER_HISTORY,NO,NO
