target_date,generated_at,rows_reviewed,rejected_rows,correct_reject_rows,manual_review_rows,whitelist_candidate_rows,audit_bucket_counts,review_priority_counts,next_action,auto_apply,production_change
2026-06-17,2026-06-17T17:47:17+01:00,2,2,0,2,2,MANUAL_REVIEW_POSSIBLE_WHITELIST=2,P1_REVIEW_CANDIDATE=2,Review P1/P2 rows manually. Do not change trust gates or whitelist automatically from this audit.,NO,NO
