target_date,generated_at,ledger_key,fixture_id,home_team,away_team,primary_market,market_family,final_decision,decision_bucket,pick_outcome,quality_class,error_family,learning_action,translation_audit_status,translation_quality_label,translation_error_family,suggested_safer_family,suggested_odds_escalation_status,manual_review_required,translation_note,source_guard,auto_apply,production_change
2026-06-10,2026-06-10T18:46:39+01:00,2026-06-10|1548055|OVER_1_5_SUPPORTED,1548055,Malaga,Las Palmas,OVER_1_5_SUPPORTED,TOTAL_GOALS,LIVE_ONLY,LIVE_ONLY,PENDING,PENDING_FINAL_ACTUALS,PENDING,WAIT_FOR_POSTMATCH_DATA,TRANSLATION_PENDING_RESULT_OR_CAUSAL_REVIEW,PENDING,PENDING,SAME_TOTAL_FAMILY_REVIEW_LINE_WIDTH,NO_ESCALATION_PENDING,NO,Waiting for final actuals or causal review before judging market translation.,MARKET_TRANSLATION_AUDIT_V1_NO_AUTO_APPLY,NO,NO
2026-06-10,2026-06-10T18:46:39+01:00,2026-06-10|1546281|NO_CLEAR_STAT_MARKET,1546281,Cape Town City,Magesi,NO_CLEAR_STAT_MARKET,UNKNOWN_FAMILY,NO_BET,NO_BET,NO_PICK,NO_BET_CAUSAL_REVIEW_REQUIRED,NO_BET_REVIEW,REVIEW_NO_BET_CORRECTNESS,NO_BET_TRANSLATION_REVIEW_REQUIRED,NO_BET_MARKET_OPPORTUNITY_REVIEW,NO_BET_CORRECTNESS_PENDING,REVIEW_IF_ANY_MARKET_SHOULD_HAVE_EXISTED,NOT_APPLICABLE,YES,Real fixture no-bet must be reviewed for correct protection vs excessive conservatism.,MARKET_TRANSLATION_AUDIT_V1_NO_AUTO_APPLY,NO,NO
