target_date,generated_at,rank,fixture_id,league,home_team,away_team,market_primary,base_recommendation,objective_override_status,home_objective_status,away_objective_status,objective_edge,context_gate_decision,context_gate_reason,recommended_action,home_urgency_score,away_urgency_score,home_rank,away_rank,auto_apply,production_change,guardrail_status
2026-06-10,2026-06-14T11:37:42+01:00,1,1548055,Segunda División,Malaga,Las Palmas,OVER_1_5,BET,PROXY_ONLY,PROXY,PROXY,TEMPO,TABLE_PROXY_TEMPO,table proxy supports tempo,No real objective override available,0.5,0.5,4.0,5.0,NO,NO,REAL_OBJECTIVE_CONTEXT_REPORT_ONLY
