target_date,generated_at,overall_status,files_scanned,accepted_rows,rejected_rows,next_action,auto_apply,production_change
2026-08-15,2026-08-15T22:44:43+01:00,NO_LOCAL_RAW_CANDIDATES_FOUND,3901,0,168,No local source can build raw candidates; upstream fetch/filter producer is still required.,NO,NO
