target_date,generated_at,self_heal_status,promotion_rows_reviewed,promoted_rows,blocked_rows,quarantine_rows,board_rows_written,reason,auto_apply,production_change
2026-06-09,2026-06-10T00:01:15+01:00,NO_ACTION,0,0,0,0,0,daily board already has rows,NO,NO
