target_date,generated_at,fixture_id,league,country,home_team,away_team,team_side,source_name,source_url,probable_xi,input_file,import_status,import_reason,quality_score,quality_notes,auto_apply,production_change
2026-07-03,2026-07-03T19:46:18+01:00,1494200,Allsvenskan,Sweden,Sirius,Mjallby AIF,home,sportsmole,https://www.sportsmole.co.uk/football/sirius/preview/sirius-vs-mjallby-aif-prediction-team-news-lineups_600513.html,celic;ekstrom;castegren;anker;krusnell;svensson;heier;lindberg;jonsson;ure;bjerkebo,data/processed/today/2026-07-03/probable_lineup_sources_autonomous.csv,IMPORTED,OK,1.000,quality_ok,NO,NO
2026-07-03,2026-07-03T19:46:18+01:00,1494200,Allsvenskan,Sweden,Sirius,Mjallby AIF,away,sportsmole,https://www.sportsmole.co.uk/football/sirius/preview/sirius-vs-mjallby-aif-prediction-team-news-lineups_600513.html,wallinder;iqbal;noren;tidstrand;granath;gustavsson;thorell;arrhenius;manneh;bergstrom;samuelson,data/processed/today/2026-07-03/probable_lineup_sources_autonomous.csv,IMPORTED,OK,1.000,quality_ok,NO,NO
2026-07-03,2026-07-03T19:46:18+01:00,1494200,Allsvenskan,Sweden,Sirius,Mjallby AIF,home,sportsmole,https://www.sportsmole.co.uk/football/sirius/preview/sirius-vs-mjallby-aif-prediction-team-news-lineups_600513.html,celic;ekstrom;castegren;anker;krusnell;svensson;heier;lindberg;jonsson;ure;bjerkebo,data/processed/governance/probable_lineup_sources_autonomous.csv,IMPORTED,OK,1.000,quality_ok,NO,NO
2026-07-03,2026-07-03T19:46:18+01:00,1494200,Allsvenskan,Sweden,Sirius,Mjallby AIF,away,sportsmole,https://www.sportsmole.co.uk/football/sirius/preview/sirius-vs-mjallby-aif-prediction-team-news-lineups_600513.html,wallinder;iqbal;noren;tidstrand;granath;gustavsson;thorell;arrhenius;manneh;bergstrom;samuelson,data/processed/governance/probable_lineup_sources_autonomous.csv,IMPORTED,OK,1.000,quality_ok,NO,NO
