target_date,generated_at,rows_reviewed,finished_rows,pending_rows,accuracy_bucket_counts,api_1x2_counts,api_double_chance_counts,api_dnb_counts,over_1_5_counts,over_2_5_counts,under_3_5_counts,btts_counts,canonical_board_permission_counts,pick_permission_counts,stake_permission_counts,next_action,auto_apply,production_change
2026-06-17,2026-06-17T17:51:20+01:00,57,14,43,PENDING_RESULT=43; PARTIAL_SIGNAL_VALIDATED=5; STRONG_SIGNAL_VALIDATED=5; SIGNAL_FAILED=4,PENDING_RESULT=43; MISS=8; HIT=6,PENDING_RESULT=43; HIT=10; MISS=4,PENDING_RESULT=43; HIT=6; VOID=4; MISS=4,PENDING_RESULT=43; HIT=10; MISS=4,PENDING_RESULT=43; HIT=8; MISS=6,PENDING_RESULT=43; HIT=10; MISS=4,PENDING_RESULT=43; MISS=8; HIT=6,NO_CANONICAL_BOARD_PERMISSION=57,NO_PICK_PERMISSION=57,NO_STAKE_PERMISSION=57,Use this ledger to calibrate signal buckets after results are final. Do not promote picks or stake from it.,NO,NO
