target_date,generated_at,ledger_key,fixture_id,home_team,away_team,league,country,decision_bucket,pick_outcome,quality_class,market_family,goal_event_rows,home_goals,away_goals,total_goals,first_goal_minute,first_goal_team,first_half_goals,second_half_goals,late_goals_75_plus,early_goal_15_flag,early_goal_30_flag,nil_nil_ht_flag,goal_timing_data_status,goal_timing_profile,goal_timing_learning_label,timing_evidence_level,manual_review_required,recommended_action,timing_note,source_guard,auto_apply,production_change
2026-06-04,2026-06-05T19:47:03+01:00,2026-06-04|DIAGNOSTIC_EMPTY_BY_PROMOTION_GATE|NO_MARKET,DIAGNOSTIC_EMPTY_BY_PROMOTION_GATE,NO_PROMOTED_RAW_CANDIDATES,NO_SCORING_SAFE_ROWS,,,DIAGNOSTIC_ONLY,NO_PICK,DIAGNOSTIC_NO_LEARNING,NO_MARKET,0,,,,,UNKNOWN,0,0,0,NO,NO,UNKNOWN,NO_GOAL_TIMING_DATA,DIAGNOSTIC_NO_GOAL_TIMING_LEARNING,DIAGNOSTIC_NOT_REAL_FIXTURE,NONE,NO,NO_MODEL_CHANGE,Diagnostic row; no fixture-level goal timing can be evaluated.,GOAL_TIMING_LEARNING_V1_NO_AUTO_APPLY,NO,NO
2026-06-06,2026-06-06T12:50:23+01:00,2026-06-04|DIAGNOSTIC_EMPTY_BY_PROMOTION_GATE|NO_MARKET,DIAGNOSTIC_EMPTY_BY_PROMOTION_GATE,NO_PROMOTED_RAW_CANDIDATES,NO_SCORING_SAFE_ROWS,,,DIAGNOSTIC_ONLY,NO_PICK,DIAGNOSTIC_NO_LEARNING,NO_MARKET,0,,,,,UNKNOWN,0,0,0,NO,NO,UNKNOWN,NO_GOAL_TIMING_DATA,DIAGNOSTIC_NO_GOAL_TIMING_LEARNING,DIAGNOSTIC_NOT_REAL_FIXTURE,NONE,NO,NO_MODEL_CHANGE,Diagnostic row; no fixture-level goal timing can be evaluated.,GOAL_TIMING_LEARNING_V1_NO_AUTO_APPLY,NO,NO
2026-06-06,2026-06-06T12:50:23+01:00,2026-06-05|DIAGNOSTIC_EMPTY_BY_PROMOTION_GATE|NO_MARKET,DIAGNOSTIC_EMPTY_BY_PROMOTION_GATE,NO_PROMOTED_RAW_CANDIDATES,NO_SCORING_SAFE_ROWS,,,DIAGNOSTIC_ONLY,NO_PICK,DIAGNOSTIC_NO_LEARNING,NO_MARKET,0,,,,,UNKNOWN,0,0,0,NO,NO,UNKNOWN,NO_GOAL_TIMING_DATA,DIAGNOSTIC_NO_GOAL_TIMING_LEARNING,DIAGNOSTIC_NOT_REAL_FIXTURE,NONE,NO,NO_MODEL_CHANGE,Diagnostic row; no fixture-level goal timing can be evaluated.,GOAL_TIMING_LEARNING_V1_NO_AUTO_APPLY,NO,NO
2026-06-07,2026-06-07T13:11:13+01:00,2026-06-04|DIAGNOSTIC_EMPTY_BY_PROMOTION_GATE|NO_MARKET,DIAGNOSTIC_EMPTY_BY_PROMOTION_GATE,NO_PROMOTED_RAW_CANDIDATES,NO_SCORING_SAFE_ROWS,,,DIAGNOSTIC_ONLY,NO_PICK,DIAGNOSTIC_NO_LEARNING,NO_MARKET,0,,,,,UNKNOWN,0,0,0,NO,NO,UNKNOWN,NO_GOAL_TIMING_DATA,DIAGNOSTIC_NO_GOAL_TIMING_LEARNING,DIAGNOSTIC_NOT_REAL_FIXTURE,NONE,NO,NO_MODEL_CHANGE,Diagnostic row; no fixture-level goal timing can be evaluated.,GOAL_TIMING_LEARNING_V1_NO_AUTO_APPLY,NO,NO
2026-06-07,2026-06-07T13:11:13+01:00,2026-06-05|1548052|NO_CLEAR_STAT_MARKET,1548052,Castellón,Almeria,,,NO_BET,PENDING,PENDING_FINAL_ACTUALS,UNKNOWN_FAMILY,0,,,,,UNKNOWN,0,0,0,NO,NO,UNKNOWN,NO_GOAL_TIMING_DATA,GOAL_TIMING_DATA_MISSING,NO_TIMING_SIGNAL,LOW,NO,COLLECT_GOAL_EVENT_DATA,No usable goal timing events or zero-goal result found.,GOAL_TIMING_LEARNING_V1_NO_AUTO_APPLY,NO,NO
2026-06-09,2026-06-09T17:22:24+01:00,2026-06-04|DIAGNOSTIC_EMPTY_BY_PROMOTION_GATE|NO_MARKET,DIAGNOSTIC_EMPTY_BY_PROMOTION_GATE,NO_PROMOTED_RAW_CANDIDATES,NO_SCORING_SAFE_ROWS,,,DIAGNOSTIC_ONLY,NO_PICK,DIAGNOSTIC_NO_LEARNING,NO_MARKET,0,,,,,UNKNOWN,0,0,0,NO,NO,UNKNOWN,NO_GOAL_TIMING_DATA,DIAGNOSTIC_NO_GOAL_TIMING_LEARNING,DIAGNOSTIC_NOT_REAL_FIXTURE,NONE,NO,NO_MODEL_CHANGE,Diagnostic row; no fixture-level goal timing can be evaluated.,GOAL_TIMING_LEARNING_V1_NO_AUTO_APPLY,NO,NO
2026-06-09,2026-06-09T17:22:24+01:00,2026-06-05|1548053|NO_CLEAR_STAT_MARKET,1548053,Las Palmas,Malaga,,,NO_BET,NO_PICK,,UNKNOWN_FAMILY,0,,,,,UNKNOWN,0,0,0,NO,NO,UNKNOWN,NO_GOAL_TIMING_DATA,GOAL_TIMING_DATA_MISSING,NO_TIMING_SIGNAL,LOW,NO,COLLECT_GOAL_EVENT_DATA,No usable goal timing events or zero-goal result found.,GOAL_TIMING_LEARNING_V1_NO_AUTO_APPLY,NO,NO
2026-06-09,2026-06-09T17:22:24+01:00,2026-06-08|DIAGNOSTIC_EMPTY_BY_PROMOTION_GATE|NO_MARKET,DIAGNOSTIC_EMPTY_BY_PROMOTION_GATE,NO_PROMOTED_RAW_CANDIDATES,NO_SCORING_SAFE_ROWS,,,DIAGNOSTIC_ONLY,NO_PICK,DIAGNOSTIC_NO_LEARNING,NO_MARKET,0,,,,,UNKNOWN,0,0,0,NO,NO,UNKNOWN,NO_GOAL_TIMING_DATA,DIAGNOSTIC_NO_GOAL_TIMING_LEARNING,DIAGNOSTIC_NOT_REAL_FIXTURE,NONE,NO,NO_MODEL_CHANGE,Diagnostic row; no fixture-level goal timing can be evaluated.,GOAL_TIMING_LEARNING_V1_NO_AUTO_APPLY,NO,NO
2026-06-10,2026-06-10T18:46:40+01:00,2026-06-04|DIAGNOSTIC_EMPTY_BY_PROMOTION_GATE|NO_MARKET,DIAGNOSTIC_EMPTY_BY_PROMOTION_GATE,NO_PROMOTED_RAW_CANDIDATES,NO_SCORING_SAFE_ROWS,,,DIAGNOSTIC_ONLY,NO_PICK,DIAGNOSTIC_NO_LEARNING,NO_MARKET,0,,,,,UNKNOWN,0,0,0,NO,NO,UNKNOWN,NO_GOAL_TIMING_DATA,DIAGNOSTIC_NO_GOAL_TIMING_LEARNING,DIAGNOSTIC_NOT_REAL_FIXTURE,NONE,NO,NO_MODEL_CHANGE,Diagnostic row; no fixture-level goal timing can be evaluated.,GOAL_TIMING_LEARNING_V1_NO_AUTO_APPLY,NO,NO
2026-06-10,2026-06-10T18:46:40+01:00,2026-06-05|1548053|NO_CLEAR_STAT_MARKET,1548053,Las Palmas,Malaga,,,NO_BET,NO_PICK,,UNKNOWN_FAMILY,0,,,,,UNKNOWN,0,0,0,NO,NO,UNKNOWN,NO_GOAL_TIMING_DATA,GOAL_TIMING_DATA_MISSING,NO_TIMING_SIGNAL,LOW,NO,COLLECT_GOAL_EVENT_DATA,No usable goal timing events or zero-goal result found.,GOAL_TIMING_LEARNING_V1_NO_AUTO_APPLY,NO,NO
