target_date,generated_at,rank,fixture_id,home_team,away_team,recheck_decision,market,minutes_to_kickoff,window_status,match_status,elapsed,score,total_shots,total_sot,total_corners,home_possession,away_possession,signal_score,live_trigger_decision,reason,source_guard,auto_apply,production_change
2026-06-20,2026-06-20T20:50:46+01:00,1,1551272,Almeria,Malaga,LIVE_ONLY_WAIT_TRIGGER,OVER_1_5_SUPPORTED,505.29,IN_LIVE_WINDOW,1H,19.0,0-0,0.0,0.0,0.0,0.0,0.0,1,LIVE_TRIGGER_REJECTED,dead low-tempo sample,DATED_INPUT_ONLY,NO,NO
