target_date,generated_at,rows_reviewed,candidate_rows,block_rows,observe_rows,insufficient_sample_rows,rule_bucket_counts,rule_decision_counts,future_rule_candidate_counts,activation_permission_counts,pick_permission_counts,stake_permission_counts,next_action,auto_apply,production_change
2026-06-20,2026-06-20T16:31:36+01:00,77,24,22,31,7,RULE_BLOCK_NEGATIVE_OR_WEAK_MARKET=22; RULE_OBSERVE_ONLY_SEGMENT=21; RULE_CANDIDATE_TOTAL_MARKET=14; RULE_CANDIDATE_PROTECTED_MARKET=10; RULE_OBSERVE_ONLY_INSUFFICIENT_SAMPLE=7; RULE_NEUTRAL_OBSERVE_MORE=3,FUTURE_RULE_REVIEW_ONLY=24; OBSERVE_MORE_SEGMENT=21; BLOCK_ML_PROMOTION=9; BLOCK_BTTS_YES_PROMOTION=7; COLLECT_MORE_SAMPLE=7; BLOCK_OVER_2_5_PROMOTION=6; OBSERVE_MORE_GLOBAL_MARKET=3,YES_REVIEW_ONLY=24; NO_BLOCKED_MARKET=22; NO_SEGMENT_SAMPLE_TOO_SMALL=21; NO_SAMPLE_TOO_SMALL=7; NO_OBSERVE_MORE=3,NO_RULE_ACTIVATION_PERMISSION=77,NO_PICK_PERMISSION=77,NO_STAKE_PERMISSION=77,"Review candidate rules only after sample grows. This board cannot activate rules, picks, or stake.",NO,NO
