target_date,generated_at,rows_reviewed,api_calls_planned,api_calls_executed,finished_rows,pending_rows,refresh_status_counts,provider_counts,next_action,auto_apply,production_change
2026-06-20,2026-06-20T16:31:01+01:00,80,80,80,35,45,OK=80,API-SPORTS_DIRECT=80,Re-run the postmatch accuracy ledger after this refresh. This output does not create picks or stake.,NO,NO
