target_date,generated_at,overall_status,root_cause,root_scored_rows,dated_scored_rows,dated_candidate_sources_found,coverage_matrix_rows,recommended_fix,auto_apply,production_change
2026-06-01,2026-06-02T12:52:03+01:00,ROOT_SCORING_FEED_TOO_NARROW,root scored feed has one or fewer same-day rows,1,1,1,1,Repair fixture fetch/scoring coverage before selector/model evaluation.,NO,NO
