target_date,generated_at,experiment_id,experiment_type,source_pattern_key,shadow_status,baseline_policy,candidate_policy,matching_sample_count,closed_sample_count,wins,losses,voids,unresolved,baseline_decision_quality,shadow_performance_status,promotion_readiness,recommended_next_step,production_impact,auto_apply,guardrail_status
2026-06-10,2026-06-10T12:06:20+01:00,SHADOW::LOW_CONVERSION_OVER15_SHRINKAGE_SHADOW::OVER_1_5::FAILURE_MODE_LOW_CONVERSION,LOW_CONVERSION_OVER15_SHRINKAGE_SHADOW,OVER_1_5::FAILURE_MODE_LOW_CONVERSION,ACTIVE_SHADOW_ONLY,CURRENT_PRODUCTION_LOGIC_UNCHANGED,"For matching candidates, apply a shadow-only downgrade/check requiring stronger conversion evidence before treating OVER_1_5 as premium.",6,1,1,0,0,5,BASELINE_POSITIVE_SIGNAL,TRACKING_ACTIVE_INSUFFICIENT_SAMPLE,NOT_READY_SAMPLE_TOO_SMALL,COLLECT_MORE_CLOSED_SAMPLES: Need at least 30 closed matching samples before promotion review.,NONE,NO,PERFORMANCE_TRACKING_ONLY_NO_PROMOTION
