target_date,generated_at,executor_status,policy_rows_reviewed,rows_selected,rows_executed,rows_dry_run,rows_success_any,rows_failed_all,scoring_allowed_rows,coverage_probe_rows,diagnostic_only_rows,endpoint_success_counts,endpoint_failure_counts,external_calls_allowed,external_calls_executed,auto_apply,production_change
2026-06-21,2026-06-21T16:28:03+01:00,EXECUTION_COMPLETE,250,250,250,0,250,0,174,19,57,fixture_detail=250; predictions=174; odds=119; events=111; lineups=11,statistics=193; lineups=163; events=82; odds=55,YES_MAX_COVERAGE_POLICY,YES_LOGGED_EXECUTION,NO,NO
