target_date,generated_at,rows_planned,dry_run_decision_counts,risk_label_counts,priority_counts,total_estimated_call_units,api_calls_planned,api_calls_executed,next_action,auto_apply,production_change
2026-06-28,2026-06-28T21:40:57+01:00,222,DRY_RUN_ONLY_NO_API_CALLS=222,MEDIUM=189; HIGH_LOW_COVERAGE=31; HIGH_CONTEXT_VOLATILITY=2,P1_TRUSTED_MISSING_SCORING=191; P2_LOW_COVERAGE_SCORING=31,1101,NO,NO,Review dry-run plan and explicitly approve any future enrichment/API stage. No calls executed here.,NO,NO
