summary_scope,metric,rows_total
overall,target_fixtures,21
odds_structure_depth_status,NO_ODDS_FOUND,21
odds_structure_coherence_flag,NO_ODDS_UNCERTAIN,21
odds_total_ladder_shape,UNKNOWN,21
odds_market_translation_hint,ODDS_DEPTH_UNCERTAIN,21
odds_line_aggression_flag,UNKNOWN,21
