target_date,generated_at,rules_available,candidate_rules_applied,shadow_rows,finished_shadow_rows,pending_shadow_rows,hit_rows,miss_rows,void_rows,not_evaluated_rows,shadow_outcome_counts,rule_market_counts,rule_decision_counts,paper_trade_permission_counts,activation_permission_counts,pick_permission_counts,stake_permission_counts,next_action,auto_apply,production_change
2026-06-21,2026-06-21T12:02:08+01:00,84,23,1595,482,1113,348,115,15,4,PENDING_RESULT=1113; HIT=348; MISS=115; VOID=15; NOT_EVALUATED=4,OVER_1_5=814; API_DNB=344; API_DOUBLE_CHANCE=344; UNDER_3_5=93,FUTURE_RULE_REVIEW_ONLY=1576; WATCH_ONLY_COLLECT_TO_50_SAMPLE=19,SHADOW_ONLY=1595,NO_RULE_ACTIVATION_PERMISSION=1595,NO_PICK_PERMISSION=1595,NO_STAKE_PERMISSION=1595,"Track shadow outcomes over future runs. This ledger cannot activate rules, picks, or stake.",NO,NO
