target_date,generated_at,fixture_id,home_team,away_team,league,country,fixture_date_utc,provider,refresh_status,refresh_note,fixture_status_short,fixture_status_long,fixture_status_elapsed,goals_home,goals_away,score_fulltime_home,score_fulltime_away,score_halftime_home,score_halftime_away,score_extratime_home,score_extratime_away,score_penalty_home,score_penalty_away,result_ready_for_ledger,api_calls_planned,api_calls_executed,auto_apply,production_change
2026-06-21,2026-06-21T16:35:51+01:00,1524058,Lions,Rochedale Rovers,Queensland NPL,Australia,2026-06-21T07:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,2,1,2,1,1,0,,,,,YES,80,29,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1520510,Pocheon,Gangneung City,K3 League,South-Korea,2026-06-21T09:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,3,1,3,1,1,0,,,,,YES,80,30,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1553807,Novosibirsk,Veles,Second League A - Division A Gold,Russia,2026-06-21T09:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,2,1,2,1,2,0,,,,,YES,80,31,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1496085,Arendal,Træff,2. Division - Group 1,Norway,2026-06-21T10:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,3,1,3,1,1,1,,,,,YES,80,32,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1541099,Awassa Kenema,Bahardar,Premier League,Ethiopia,2026-06-21T10:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,0,0,0,0,0,0,,,,,YES,80,33,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1496268,Hønefoss,Eidsvold,2. Division - Group 2,Norway,2026-06-21T11:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,2,1,2,1,0,1,,,,,YES,80,34,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1505192,Piteå,AFC Eskilstuna,Ettan - Norra,Sweden,2026-06-21T11:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,2,2,2,2,1,1,,,,,YES,80,35,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1515866,Super Nova,Auda,Virsliga,Latvia,2026-06-21T11:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,0,2,0,2,0,0,,,,,YES,80,36,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1536827,Nosta,Dinamo Barnaul,Second League - Group 4,Russia,2026-06-21T11:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,0,1,0,1,0,1,,,,,YES,80,37,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1513576,Tammeka,Trans Narva,Meistriliiga,Estonia,2026-06-21T11:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,1,0,1,0,0,0,,,,,YES,80,38,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1496087,Brattvåg,jerv,2. Division - Group 1,Norway,2026-06-21T12:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,1,2,1,2,1,0,,,,,YES,80,39,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1496271,Rana,Follo,2. Division - Group 2,Norway,2026-06-21T12:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,PST,Match Postponed,,,,,,,,,,,,NO,80,40,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1528001,Okzhetpes,FK Tobol Kostanay,Premier League,Kazakhstan,2026-06-21T12:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,2,1,2,1,0,1,,,,,YES,80,41,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1544789,Americano Bacabal,São José MA,Maranhense - 2,Brazil,2026-06-21T12:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,80,42,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1496273,Trygg/Lade,Lørenskog,2. Division - Group 2,Norway,2026-06-21T12:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,1,4,1,4,1,2,,,,,YES,80,43,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1508060,Al Nejmeh,Al Mabarrah,Premier League,Lebanon,2026-06-21T12:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,5,0,5,0,2,0,,,,,YES,80,44,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1538626,Blue Eagles,Karonga United,Super League,Malawi,2026-06-21T12:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,3,2,3,2,2,2,,,,,YES,80,45,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1538627,Kamuzu Barracks,Nyasa Big Bullets,Super League,Malawi,2026-06-21T12:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,1,2,1,2,0,1,,,,,YES,80,46,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1538629,Red Lions,Chitipa United,Super League,Malawi,2026-06-21T12:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,1,0,1,0,0,0,,,,,YES,80,47,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1497609,IK brage,IFK Varnamo,Superettan,Sweden,2026-06-21T13:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,5,1,5,1,2,1,,,,,YES,80,48,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1497610,Helsingborg,GIF Sundsvall,Superettan,Sweden,2026-06-21T13:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,5,2,5,2,1,1,,,,,YES,80,49,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1497614,Osters IF,Falkenbergs FF,Superettan,Sweden,2026-06-21T13:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,1,3,1,3,0,2,,,,,YES,80,50,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1507386,Betlemi,WIT Georgia,Liga 3,Georgia,2026-06-21T13:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,0,2,0,2,0,0,,,,,YES,80,51,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1507387,Didube 2014,Guria,Liga 3,Georgia,2026-06-21T13:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,1,2,1,2,0,0,,,,,YES,80,52,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1526861,Ituano,Figueirense,Serie C,Brazil,2026-06-20T23:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,0,0,0,0,0,0,,,,,YES,80,53,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1526862,Maranhão,Paysandu,Serie C,Brazil,2026-06-21T00:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,0,1,0,1,0,0,,,,,YES,80,54,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1522831,Džiugas Telšiai,Suduva Marijampole,A Lyga,Lithuania,2026-06-21T11:15:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,1,2,1,2,0,1,,,,,YES,80,55,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1507388,Gardabani,Varketili,Liga 3,Georgia,2026-06-21T13:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,1,3,1,3,1,2,,,,,YES,80,56,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1507391,Kolkheti Khobi,Gonio,Liga 3,Georgia,2026-06-21T13:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,0,1,0,1,0,0,,,,,YES,80,57,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1507393,Merani Tbilisi,Irao,Liga 3,Georgia,2026-06-21T13:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,1,1,1,1,0,0,,,,,YES,80,58,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1508059,Tadamon Sour,Racing,Premier League,Lebanon,2026-06-21T13:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,1,0,1,0,0,0,,,,,YES,80,59,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1515865,FS Jelgava,Tukums,Virsliga,Latvia,2026-06-21T13:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,4,1,4,1,1,0,,,,,YES,80,60,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1525898,FC Minsk,ML Vitebsk,Premier League,Belarus,2026-06-21T13:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,2,2,2,2,1,1,,,,,YES,80,61,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1528000,Kyzyl-Zhar,Kairat Almaty,Premier League,Kazakhstan,2026-06-21T13:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,2,4,2,4,2,2,,,,,YES,80,62,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1536390,Luki-Energiya,Tver,Second League - Group 2,Russia,2026-06-21T13:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,2,1,2,1,0,0,,,,,YES,80,63,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1545640,Bollstanäs,Gute,Svenska Cupen,Sweden,2026-06-21T13:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,5,2,5,2,2,0,,,,,YES,80,64,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1547854,Arsenal Tula,Spartak Kostroma,Friendlies Clubs,World,2026-06-21T13:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,1,1,1,1,0,0,,,,,YES,80,65,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1549948,Barrancas UMET,Belgrano Zarate,Torneo Promocional Amateur,Argentina,2026-06-21T13:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,1,0,1,0,,,,,,,YES,80,66,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1553995,Hardrock,Kariba,Premier Soccer League,Zimbabwe,2026-06-21T13:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,80,67,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1553996,Highlanders,Dynamos,Premier Soccer League,Zimbabwe,2026-06-21T13:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,80,68,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1553998,Triangle United,Chicken Inn,Premier Soccer League,Zimbabwe,2026-06-21T13:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,80,69,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1554492,RSV Eintracht,BFC Preussen,Friendlies Clubs,World,2026-06-21T13:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,NS,Not Started,,,,,,,,,,,,NO,80,70,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1547689,BOA,CAP,Mineiro - 2,Brazil,2026-06-21T13:30:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,FT,Match Finished,90,0,2,0,2,0,1,,,,,YES,80,71,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1495863,Bryne,Asane,1. Division,Norway,2026-06-21T14:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,2H,Second Half,75,1,0,,,1,0,,,,,NO,80,72,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1495864,Egersund,Haugesund,1. Division,Norway,2026-06-21T14:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,2H,Second Half,79,4,2,,,3,1,,,,,NO,80,73,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1495865,Kongsvinger,Stromsgodset,1. Division,Norway,2026-06-21T14:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,2H,Second Half,78,4,3,,,1,2,,,,,NO,80,74,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1495866,Moss,Sandnes ULF,1. Division,Norway,2026-06-21T14:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,2H,Second Half,79,0,2,,,0,1,,,,,NO,80,75,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1495867,ODD Ballklubb,hodd,1. Division,Norway,2026-06-21T14:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,2H,Second Half,78,0,0,,,0,0,,,,,NO,80,76,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1495870,Strommen,Stabaek,1. Division,Norway,2026-06-21T14:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,2H,Second Half,74,1,0,,,0,0,,,,,NO,80,77,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1496998,Mandalskameratene,Våg,3. Division - Girone 4,Norway,2026-06-21T14:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,2H,Second Half,80,1,0,,,0,0,,,,,NO,80,78,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1504467,AFC Malmo,Olympic,Ettan - Södra,Sweden,2026-06-21T14:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,2H,Second Half,80,0,2,,,0,2,,,,,NO,80,79,NO,NO
2026-06-21,2026-06-21T16:35:51+01:00,1504470,Kristianstad,Laholm,Ettan - Södra,Sweden,2026-06-21T14:00:00+00:00,API-SPORTS_DIRECT,OK,fixture fetched,2H,Second Half,80,0,3,,,0,2,,,,,NO,80,80,NO,NO
