target_date,generated_at,ledger_key,fixture_id,home_team,away_team,primary_market,market_family,final_decision,decision_bucket,pick_outcome,quality_class,error_family,learning_action,translation_audit_status,translation_quality_label,translation_error_family,suggested_safer_family,suggested_odds_escalation_status,manual_review_required,translation_note,source_guard,auto_apply,production_change
2026-06-21,2026-06-21T00:45:13+01:00,2026-06-20|1551272|OVER_1_5_SUPPORTED,1551272,Almeria,Malaga,OVER_1_5_SUPPORTED,TOTAL_GOALS,LIVE_ONLY,LIVE_ONLY,PENDING,PENDING_FINAL_ACTUALS,PENDING,WAIT_FOR_POSTMATCH_DATA,TRANSLATION_PENDING_RESULT_OR_CAUSAL_REVIEW,PENDING,PENDING,SAME_TOTAL_FAMILY_REVIEW_LINE_WIDTH,NO_ESCALATION_PENDING,NO,Waiting for final actuals or causal review before judging market translation.,MARKET_TRANSLATION_AUDIT_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T00:45:13+01:00,2026-06-20|1520732|NO_CLEAR_STAT_MARKET,1520732,Ceara,Botafogo SP,NO_CLEAR_STAT_MARKET,UNKNOWN_FAMILY,NO_BET,NO_BET,PENDING,PENDING_FINAL_ACTUALS,PENDING,WAIT_FOR_POSTMATCH_DATA,TRANSLATION_PENDING_RESULT_OR_CAUSAL_REVIEW,PENDING,PENDING,MANUAL_FAMILY_REVIEW,NO_ESCALATION_PENDING,NO,Waiting for final actuals or causal review before judging market translation.,MARKET_TRANSLATION_AUDIT_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T00:45:13+01:00,2026-06-20|1520735|NO_CLEAR_STAT_MARKET,1520735,Londrina,Athletic Club,NO_CLEAR_STAT_MARKET,UNKNOWN_FAMILY,NO_BET,NO_BET,PENDING,PENDING_FINAL_ACTUALS,PENDING,WAIT_FOR_POSTMATCH_DATA,TRANSLATION_PENDING_RESULT_OR_CAUSAL_REVIEW,PENDING,PENDING,MANUAL_FAMILY_REVIEW,NO_ESCALATION_PENDING,NO,Waiting for final actuals or causal review before judging market translation.,MARKET_TRANSLATION_AUDIT_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T00:45:13+01:00,2026-06-20|1520739|NO_CLEAR_STAT_MARKET,1520739,Vila Nova,Nautico Recife,NO_CLEAR_STAT_MARKET,UNKNOWN_FAMILY,NO_BET,NO_BET,PENDING,PENDING_FINAL_ACTUALS,PENDING,WAIT_FOR_POSTMATCH_DATA,TRANSLATION_PENDING_RESULT_OR_CAUSAL_REVIEW,PENDING,PENDING,MANUAL_FAMILY_REVIEW,NO_ESCALATION_PENDING,NO,Waiting for final actuals or causal review before judging market translation.,MARKET_TRANSLATION_AUDIT_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T00:45:13+01:00,2026-06-20|1522830|NO_CLEAR_STAT_MARKET,1522830,Banga,FK Zalgiris Vilnius,NO_CLEAR_STAT_MARKET,UNKNOWN_FAMILY,NO_BET,NO_BET,PENDING,PENDING_FINAL_ACTUALS,PENDING,WAIT_FOR_POSTMATCH_DATA,TRANSLATION_PENDING_RESULT_OR_CAUSAL_REVIEW,PENDING,PENDING,MANUAL_FAMILY_REVIEW,NO_ESCALATION_PENDING,NO,Waiting for final actuals or causal review before judging market translation.,MARKET_TRANSLATION_AUDIT_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T00:45:13+01:00,2026-06-20|1522828|NO_CLEAR_STAT_MARKET,1522828,Panevėžys,Šiauliai,NO_CLEAR_STAT_MARKET,UNKNOWN_FAMILY,NO_BET,NO_BET,PENDING,PENDING_FINAL_ACTUALS,PENDING,WAIT_FOR_POSTMATCH_DATA,TRANSLATION_PENDING_RESULT_OR_CAUSAL_REVIEW,PENDING,PENDING,MANUAL_FAMILY_REVIEW,NO_ESCALATION_PENDING,NO,Waiting for final actuals or causal review before judging market translation.,MARKET_TRANSLATION_AUDIT_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T00:45:13+01:00,2026-06-20|1522829|NO_CLEAR_STAT_MARKET,1522829,TransINVEST Vilnius,Kauno Žalgiris,NO_CLEAR_STAT_MARKET,UNKNOWN_FAMILY,NO_BET,NO_BET,PENDING,PENDING_FINAL_ACTUALS,PENDING,WAIT_FOR_POSTMATCH_DATA,TRANSLATION_PENDING_RESULT_OR_CAUSAL_REVIEW,PENDING,PENDING,MANUAL_FAMILY_REVIEW,NO_ESCALATION_PENDING,NO,Waiting for final actuals or causal review before judging market translation.,MARKET_TRANSLATION_AUDIT_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T00:45:13+01:00,2026-06-20|1526855|NO_CLEAR_STAT_MARKET,1526855,Anápolis,AO Itabaiana,NO_CLEAR_STAT_MARKET,UNKNOWN_FAMILY,NO_BET,NO_BET,PENDING,PENDING_FINAL_ACTUALS,PENDING,WAIT_FOR_POSTMATCH_DATA,TRANSLATION_PENDING_RESULT_OR_CAUSAL_REVIEW,PENDING,PENDING,MANUAL_FAMILY_REVIEW,NO_ESCALATION_PENDING,NO,Waiting for final actuals or causal review before judging market translation.,MARKET_TRANSLATION_AUDIT_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T00:45:13+01:00,2026-06-20|1526857|NO_CLEAR_STAT_MARKET,1526857,Botafogo PB,Volta Redonda,NO_CLEAR_STAT_MARKET,UNKNOWN_FAMILY,NO_BET,NO_BET,PENDING,PENDING_FINAL_ACTUALS,PENDING,WAIT_FOR_POSTMATCH_DATA,TRANSLATION_PENDING_RESULT_OR_CAUSAL_REVIEW,PENDING,PENDING,MANUAL_FAMILY_REVIEW,NO_ESCALATION_PENDING,NO,Waiting for final actuals or causal review before judging market translation.,MARKET_TRANSLATION_AUDIT_V1_NO_AUTO_APPLY,NO,NO
2026-06-21,2026-06-21T00:45:13+01:00,2026-06-20|1526863|NO_CLEAR_STAT_MARKET,1526863,Santa Cruz,Ypiranga-RS,NO_CLEAR_STAT_MARKET,UNKNOWN_FAMILY,NO_BET,NO_BET,PENDING,PENDING_FINAL_ACTUALS,PENDING,WAIT_FOR_POSTMATCH_DATA,TRANSLATION_PENDING_RESULT_OR_CAUSAL_REVIEW,PENDING,PENDING,MANUAL_FAMILY_REVIEW,NO_ESCALATION_PENDING,NO,Waiting for final actuals or causal review before judging market translation.,MARKET_TRANSLATION_AUDIT_V1_NO_AUTO_APPLY,NO,NO
