target_date,generated_at,registry_rules,rows_reviewed,in_sample_rows,out_of_sample_rows,pending_rows,evaluated_rows,oos_evaluated_rows,oos_hit_rows,oos_miss_rows,oos_void_rows,oos_hit_rate_pct,oos_hit_or_void_rate_pct,oos_class_counts,oos_outcome_counts,rule_market_counts,activation_permission_counts,pick_permission_counts,stake_permission_counts,next_action,auto_apply,production_change
2026-06-21,2026-06-21T12:02:08+01:00,59,1595,60,422,1113,478,418,304,102,12,72.7,75.6,PENDING_RESULT=1113; OUT_OF_SAMPLE=422; IN_SAMPLE_BOOTSTRAP=60,PENDING_RESULT=1113; HIT=348; MISS=115; VOID=15; NOT_EVALUATED=4,OVER_1_5=814; API_DNB=344; API_DOUBLE_CHANCE=344; UNDER_3_5=93,NO_RULE_ACTIVATION_PERMISSION=1595,NO_PICK_PERMISSION=1595,NO_STAKE_PERMISSION=1595,Collect future OUT_OF_SAMPLE rows. No rule activation before sufficient out-of-sample sample size.,NO,NO
