target_date,generated_at,overall_status,files_scanned,accepted_rows,rejected_rows,next_action,auto_apply,production_change
2026-06-21,2026-06-23T20:22:27+01:00,LOCAL_RAW_CANDIDATES_FOUND,2118,359,1752,"Review accepted rows, then feed normal scoring gates.",NO,NO
