target_date,generated_at,rows_reviewed,finished_rows,pending_rows,accuracy_bucket_counts,api_1x2_counts,api_double_chance_counts,api_dnb_counts,over_1_5_counts,over_2_5_counts,under_3_5_counts,btts_counts,canonical_board_permission_counts,pick_permission_counts,stake_permission_counts,next_action,auto_apply,production_change
2026-06-21,2026-06-21T12:01:49+01:00,163,50,113,PENDING_RESULT=113; STRONG_SIGNAL_VALIDATED=23; PARTIAL_SIGNAL_VALIDATED=20; SIGNAL_FAILED=6; MIXED_SIGNAL=1,PENDING_RESULT=113; HIT=29; MISS=20; NOT_EVALUATED=1,PENDING_RESULT=113; HIT=37; MISS=12; NOT_EVALUATED=1,PENDING_RESULT=113; HIT=29; MISS=12; VOID=8; NOT_EVALUATED=1,PENDING_RESULT=113; HIT=37; MISS=13,PENDING_RESULT=113; HIT=30; MISS=20,PENDING_RESULT=113; HIT=28; MISS=22,PENDING_RESULT=113; HIT=27; MISS=23,NO_CANONICAL_BOARD_PERMISSION=163,NO_PICK_PERMISSION=163,NO_STAKE_PERMISSION=163,Use this ledger to calibrate signal buckets after results are final. Do not promote picks or stake from it.,NO,NO
