target_date,fixture_id,league,country,home_team,away_team,team_side,source_name,source_url,probable_xi,notes
2026-06-21,1522831,A Lyga,Lithuania,Džiugas Telšiai,Suduva Marijampole,home,sportsmole,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-06-21,1522831,A Lyga,Lithuania,Džiugas Telšiai,Suduva Marijampole,home,whoscored,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-06-21,1522831,A Lyga,Lithuania,Džiugas Telšiai,Suduva Marijampole,home,rotowire,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-06-21,1522831,A Lyga,Lithuania,Džiugas Telšiai,Suduva Marijampole,home,guardian_predicted,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-06-21,1522831,A Lyga,Lithuania,Džiugas Telšiai,Suduva Marijampole,home,sports_gambler,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-06-21,1522831,A Lyga,Lithuania,Džiugas Telšiai,Suduva Marijampole,away,sportsmole,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-06-21,1522831,A Lyga,Lithuania,Džiugas Telšiai,Suduva Marijampole,away,whoscored,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-06-21,1522831,A Lyga,Lithuania,Džiugas Telšiai,Suduva Marijampole,away,rotowire,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-06-21,1522831,A Lyga,Lithuania,Džiugas Telšiai,Suduva Marijampole,away,guardian_predicted,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-06-21,1522831,A Lyga,Lithuania,Džiugas Telšiai,Suduva Marijampole,away,sports_gambler,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-06-21,1520731,Serie B,Brazil,Avai,Cuiaba,home,sportsmole,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-06-21,1520731,Serie B,Brazil,Avai,Cuiaba,home,whoscored,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
2026-06-21,1520731,Serie B,Brazil,Avai,Cuiaba,home,rotowire,,,Fill probable_xi as semicolon-separated 11 players. Leave blank if unavailable.
