target_date,generated_at,fixture_id,league,country,home_team,away_team,fixture_datetime_utc,source_path,raw_trust_status,audit_bucket,review_priority,trust_expansion_candidate,audit_reason,suggested_action,auto_apply,production_change
2026-06-21,2026-06-21T16:28:01+01:00,1538624,Super League,Malawi,Masters FC,Creck,2026-06-21T17:00:00+01:00,data/processed/matches_league_rejected.csv,REJECTED_SOURCE_BLOCK,MANUAL_REVIEW_POSSIBLE_WHITELIST,P1_REVIEW_CANDIDATE,YES_REVIEW_ONLY,source was rejected but league name looks like senior/structured competition after low-trust hardening,"Review league, country, fixture identity and API coverage before any future whitelist; do not auto-promote.",NO,NO
2026-06-21,2026-06-21T16:28:01+01:00,1530401,Torneo Federal A,Argentina,9 de Julio Rafaela,El Linqueño,2026-06-21T00:15:00+01:00,data/processed/matches_league_rejected.csv,REJECTED_SOURCE_BLOCK,REVIEW_REJECTED_SOURCE_UNKNOWN_COMPETITION,P2_REVIEW_LOW_CONFIDENCE,MAYBE_REVIEW_ONLY,source is rejected and no strong low-trust token or senior token was detected,Keep rejected by default; sample manually only if repeated and coverage is good.,NO,NO
